time stock-price decision number-of-stocks portfolio-value
633 191.77 1 50 29895.25
634 191.65 1 0 29889.25
635 191.62 -3 50 29889.25
636 191.68 -3 100 29892.25
637 191.83 1 50 29907.25
638 191.71 3 0 29901.25
639 191.81 3 0 29901.25
640 191.84 3 0 29901.25
641 191.77 1 0 29901.25
642 191.85 -1 50 29901.25
643 191.79 3 0 29898.25
644 191.81 -1 50 29898.25
645 191.68 -1 100 29891.75
646 191.7 -3 150 29893.75
647 191.81 -1 150 29910.25
648 192 1 100 29938.75
649 192.12 3 50 29950.75
650 192.31 5 0 29960.25
651 192.3 3 0 29960.25
652 192.43 5 0 29960.25
653 192.56 5 0 29960.25
654 192.65 5 0 29960.25
655 192.54 3 0 29960.25
656 192.54 -1 50 29960.25
657 192.51 -3 100 29958.75
658 192.53 -3 150 29960.75
659 192.58 -1 150 29968.250000000004
660 192.53 3 100 29960.75
661 192.405 -1 150 29948.25
662 192.4 -5 150 29947.5
663 192.345 -5 150 29939.25
664 192.33 -5 150 29937.000000000004
665 192.375 -1 150 29943.75
666 192.41 1 100 29949.0
667 192.4 3 50 29948.0
668 192.27 1 0 29941.5
669 192.06 -1 50 29941.5
670 191.82 -3 100 29929.5
671 191.65 -5 150 29912.5
672 191.65 -5 150 29912.5
673 191.57 -5 150 29900.5
674 191.49 -5 150 29888.5
675 191.5 -3 150 29890.0
676 191.56 -1 150 29899.0
677 191.74 1 100 29926.0
678 191.84 3 50 29936.0
679 191.81 3 0 29934.5
680 191.88 5 0 29934.5
681 191.91 5 0 29934.5
682 192.07 1 0 29934.5
683 192.08 5 0 29934.5
684 192.16 5 0 29934.5
685 192.24 5 0 29934.5
686 192.16 3 0 29934.5
687 192.15 -1 50 29934.5
688 192.07 -1 100 29930.5
689 192.185 -3 150 29942.0
690 192.075 1 100 29925.5
691 192.43 1 50 29961.0
692 192.34 3 0 29956.5
693 192.48 3 0 29956.5
694 192.4 3 0 29956.5
695 192.35 1 0 29956.5
696 192.4 -3 50 29956.5
697 192.46 -1 100 29959.5
698 192.52 3 50 29965.5
699 192.67 3 0 29973.0
700 192.54 3 0 29973.0
701 192.49 1 0 29973.0
702 192.56 -1 50 29973.0
703 192.5 -1 100 29970.0
704 192.37 -1 150 29957.0
705 192.43 -3 150 29966.0
706 192.46 -1 150 29970.5
707 192.36 -1 150 29955.500000000004
708 192.45 -3 150 29969.0
709 192.36 1 100 29955.5
710 192.49 -3 150 29968.5
711 192.56 3 100 29979.0
712 192.31 1 50 29954.0
713 192.32 1 0 29954.5
714 192.28 -5 50 29954.5
715 192.29 -3 100 29955.0
716 192.4 -1 150 29966.0
717 192.32 3 100 29954.0
718 192.26 1 50 29948.0
719 192.26 -3 100 29948.0
720 192.27 -1 150 29949.0
721 192.28 1 100 29950.5
722 192.25 -1 150 29947.5
723 192.27 -3 150 29950.5
724 192.24 1 100 29946.0
725 192.27 -3 150 29949.0
726 192.3 -1 150 29953.5
727 192.235 1 100 29943.75
728 192.28 -3 150 29948.25
729 192.34 -1 150 29957.25
730 192.27 3 100 29946.75
731 192.34 -1 150 29953.75
732 192.32 1 100 29950.75
733 192.235 1 50 29942.25
734 192.17 -1 100 29939.0
735 192.15 -5 150 29937.0
736 192.18 -3 150 29941.5
737 192.19 1 100 29943.0
738 192.16 -1 150 29940.0
739 192.18 1 100 29943.0
740 192.16 -1 150 29941.0
741 192.16 -3 150 29941.0
742 192.07 -1 150 29927.5
743 192.32 -1 150 29965.0
744 192.41 3 100 29978.5
745 192.43 5 50 29980.5
746 192.53 5 0 29985.5
747 192.46 3 0 29985.5
748 192.43 1 0 29985.5
749 192.39 -1 50 29985.5
750 192.4 -3 100 29986.0
751 192.415 -1 150 29987.5
752 192.39 -1 150 29983.749999999996
753 192.46 -1 150 29994.25
754 192.52 3 100 30003.25
755 192.48 3 50 29999.25
756 192.44 1 0 29997.25
757 192.47 -1 50 29997.25
758 192.45 -3 100 29996.25
759 192.425 -3 150 29993.75
760 192.48 -1 150 30002.0
761 192.445 3 100 29996.75
762 192.425 1 50 29994.75
763 192.4 -1 100 29993.5
764 192.34 -3 150 29987.5
765 192.27 -5 150 29977.0
766 192.23 -5 150 29971.0
767 192.23 -5 150 29971.0
768 192.29 -1 150 29980.0
769 192.35 1 100 29989.0
770 192.42 3 50 29996.0
771 192.4 3 0 29995.0
772 192.425 3 0 29995.0
773 192.465 5 0 29995.0
774 192.48 5 0 29995.0
775 192.47 3 0 29995.0
776 192.48 3 0 29995.0
777 192.59 -1 50 29995.0
778 192.54 3 0 29992.5
779 192.51 1 0 29992.5
780 192.41 -1 50 29992.5
781 192.41 -5 100 29992.5
782 192.47 -1 150 29998.5
783 192.46 -1 150 29997.0
784 192.47 1 100 29998.5
785 192.39 -1 150 29990.499999999996
786 192.47 -3 150 30002.5
787 192.49 1 100 30005.5
788 192.55 3 50 30011.5
789 192.53 3 0 30010.5
790 192.52 1 0 30010.5
791 192.52 -1 50 30010.5
792 192.52 -3 100 30010.5
793 192.585 -1 150 30017.0
794 192.61 3 100 30020.75
795 192.6 3 50 30019.75
796 192.63 5 0 30021.25
797 192.64 5 0 30021.25
798 192.56 1 0 30021.25
799 192.56 -3 50 30021.25
800 192.54 -5 100 30020.25
801 192.7 -1 150 30036.25
802 192.61 3 100 30022.75
803 192.76 1 50 30037.75
804 192.84 5 0 30041.75
805 192.81 3 0 30041.75
806 192.73 1 0 30041.75
807 192.78 -1 50 30041.75
808 192.72 -1 100 30038.75
809 192.75 -3 150 30041.75
810 192.75 -3 150 30041.75
811 192.78 1 100 30046.25
812 192.83 3 50 30051.25
813 192.82 3 0 30050.75
814 192.835 3 0 30050.75
815 192.87 5 0 30050.75
816 192.905 5 0 30050.75
817 192.91 5 0 30050.75
818 192.87 1 0 30050.75
819 192.93 -1 50 30050.75
820 192.8 1 0 30044.25
821 192.8 -5 50 30044.25
822 192.81 -1 100 30044.75
823 192.76 -3 150 30039.75
824 192.77 -3 150 30041.25
825 192.7 -3 150 30030.75
826 192.81 -3 150 30047.25
827 192.74 1 100 30036.75
828 192.78 -1 150 30040.75
829 192.8 1 100 30043.75
830 192.81 3 50 30044.75
831 192.83 3 0 30045.75
832 192.76 1 0 30045.75
833 192.79 -1 50 30045.75
834 192.86 -1 100 30049.25
835 192.84 3 50 30047.25
836 192.84 1 0 30047.25
837 192.78 -1 50 30047.25
838 192.745 -3 100 30045.5
839 192.59 -3 150 30030.0
840 192.62 -3 150 30034.5
841 192.62 -3 150 30034.5
842 192.72 1 100 30049.5
843 192.75 3 50 30052.5
844 192.77 5 0 30053.5
845 192.74 3 0 30053.5
846 192.81 1 0 30053.5
847 192.89 1 0 30053.5
848 192.89 5 0 30053.5
849 192.89 5 0 30053.5
850 192.89 5 0 30053.5
851 192.89 3 0 30053.5
852 192.9 -1 50 30053.5
853 192.885 3 0 30052.75
854 192.84 -1 50 30052.75
855 192.92 -3 100 30056.75
856 192.97 1 50 30061.75
857 192.97 3 0 30061.75
858 192.98 5 0 30061.75
859 192.94 1 0 30061.75
860 192.85 -1 50 30061.75
861 192.76 -3 100 30057.25
862 192.76 -5 150 30057.25
863 192.75 -5 150 30055.75
864 192.71 -5 150 30049.75
865 192.66 -5 150 30042.25
866 192.68 -3 150 30045.25
867 192.73 -1 150 30052.75
868 192.77 1 100 30058.75
869 192.78 5 50 30059.75
870 192.78 3 0 30059.75
871 192.84 5 0 30059.75
872 192.84 3 0 30059.75
873 192.85 5 0 30059.75
874 192.92 5 0 30059.75
875 192.94 5 0 30059.75
876 192.89 1 0 30059.75
877 192.86 -1 50 30059.75
878 192.89 -3 100 30061.25
879 192.87 -3 150 30059.25
880 192.85 -1 150 30056.25
881 192.86 -3 150 30057.750000000004
882 192.83 -3 150 30053.250000000004
883 192.87 -3 150 30059.25
884 192.82 3 100 30051.75
885 192.84 -3 150 30053.75
886 192.84 -3 150 30053.75
887 192.84 -3 150 30053.75
888 192.82 -3 150 30050.75
889 192.89 -1 150 30061.249999999996
890 192.84 3 100 30053.75
891 192.92 -1 150 30061.749999999996
892 192.92 3 100 30061.75
893 192.96 5 50 30065.75
894 192.96 5 0 30065.75
895 192.92 1 0 30065.75
896 192.97 -3 50 30065.75
897 192.97 1 0 30065.75
898 192.98 3 0 30065.75
899 192.99 5 0 30065.75
900 193.16 1 0 30065.75
901 193.15 3 0 30065.75
902 193.08 1 0 30065.75
903 193.21 1 0 30065.75
904 193.24 3 0 30065.75
905 193.24 3 0 30065.75
906 193.19 1 0 30065.75
907 193.13 -1 50 30065.75
908 193.15 -3 100 30066.75
909 193.16 -1 150 30067.75
910 193.22 1 100 30076.75
911 193.22 3 50 30076.75
912 193.18 1 0 30074.75
913 193.24 -1 50 30074.75
914 193.26 3 0 30075.75
915 193.43 1 0 30075.75
916 193.52 5 0 30075.75
917 193.56 5 0 30075.75
918 193.47 1 0 30075.75
919 193.42 -1 50 30075.75
920 193.39 -3 100 30074.25
921 193.39 -5 150 30074.249999999996
922 193.39 -5 150 30074.249999999996
923 193.45 -1 150 30083.25
924 193.525 3 100 30094.5
925 193.48 3 50 30090.0
926 193.48 3 0 30090.0
927 193.505 3 0 30090.0
928 193.475 1 0 30090.0
929 193.46 -3 50 30090.0
930 193.39 -1 100 30086.5
931 193.33 -5 150 30080.500000000004
932 193.31 -5 150 30077.5
933 193.27 -5 150 30071.5
934 193.36 -1 150 30085.000000000004
935 193.395 1 100 30090.25
936 193.39 3 50 30089.75
937 193.45 5 0 30092.75
938 193.45 3 0 30092.75
939 193.32 1 0 30092.75
940 193.27 -3 50 30092.75
941 193.2 -5 100 30089.25
942 193.18 -5 150 30087.25
943 193.08 -5 150 30072.250000000004
944 193.15 -3 150 30082.75
945 193.22 -1 150 30093.25
946 193.17 3 100 30085.75
947 193.13 1 50 30081.75
948 193.14 -1 100 30082.25
949 193.05 -3 150 30073.25
950 193.11 -3 150 30082.250000000004
951 192.98 -1 150 30062.75
952 193.09 -3 150 30079.25
953 193.16 -1 150 30089.75
954 193.09 3 100 30079.25
955 192.93 -1 150 30063.25
956 192.82 -3 150 30046.75
957 192.82 -5 150 30046.75
958 192.84 -1 150 30049.75
959 192.73 -3 150 30033.25
