time stock-price decision number-of-stocks portfolio-value
727 194.88 1 100 30118.25
728 194.96 3 50 30126.25
729 194.9 3 0 30123.25
730 194.83 1 0 30123.25
731 194.75 -3 50 30123.25
732 194.75 -5 100 30123.25
733 194.71 -5 150 30119.25
734 194.57 -5 150 30098.25
735 194.54 -5 150 30093.75
736 194.58 -3 150 30099.750000000004
737 194.5 -3 150 30087.75
738 194.5 -5 150 30087.75
739 194.55 -1 150 30095.25
740 194.39 1 100 30071.25
741 194.59 -3 150 30091.25
742 194.46 3 100 30071.75
743 194.55 -1 150 30080.75
744 194.515 1 100 30075.5
745 194.84 1 50 30108.0
746 194.82 3 0 30107.0
747 194.74 1 0 30107.0
748 194.77 1 0 30107.0
749 194.75 -1 50 30107.0
750 194.77 -1 100 30108.0
751 194.76 -1 150 30107.0
752 194.85 1 100 30120.5
753 194.81 3 50 30116.5
754 194.8 1 0 30116.0
755 194.79 -1 50 30116.0
756 194.69 -3 100 30111.0
757 194.64 -5 150 30105.999999999996
758 194.68 -3 150 30112.0
759 194.65 -3 150 30107.5
760 194.73 1 100 30119.5
761 194.71 3 50 30117.5
762 194.73 3 0 30118.5
763 194.58 -1 50 30118.5
764 194.57 -3 100 30118.0
765 194.675 -1 150 30128.5
766 194.77 1 100 30142.75
767 194.83 3 50 30148.75
768 194.89 5 0 30151.75
769 194.98 5 0 30151.75
770 195.02 5 0 30151.75
771 194.905 1 0 30151.75
772 194.94 1 0 30151.75
773 194.94 -1 50 30151.75
774 194.89 -3 100 30149.25
775 194.9 -3 150 30150.25
776 194.95 -1 150 30157.75
777 194.96 1 100 30159.25
778 194.9 1 50 30153.25
779 194.83 -1 100 30149.75
780 194.9 -3 150 30156.75
781 194.82 -3 150 30144.75
782 194.8 -5 150 30141.75
783 194.82 -3 150 30144.75
784 194.87 -1 150 30152.25
785 194.92 3 100 30159.75
786 194.94 5 50 30161.75
787 194.9 1 0 30159.75
788 194.91 1 0 30159.75
789 194.76 -1 50 30159.75
790 194.65 -3 100 30154.25
791 194.6 -5 150 30149.25
792 194.7 -3 150 30164.25
793 194.68 -1 150 30161.25
794 194.59 1 100 30147.75
795 194.51 -1 150 30139.75
796 194.55 -3 150 30145.75
797 194.56 -1 150 30147.25
798 194.62 1 100 30156.25
799 194.63 5 50 30157.25
800 194.74 5 0 30162.75
801 194.74 3 0 30162.75
802 194.68 1 0 30162.75
803 194.67 -1 50 30162.75
804 194.7 1 0 30164.25
805 194.62 -3 50 30164.25
806 194.65 -3 100 30165.75
807 194.59 -3 150 30159.75
808 194.59 -5 150 30159.75
809 194.62 -1 150 30164.25
810 194.61 -1 150 30162.750000000004
811 194.52 1 100 30149.25
812 194.51 -3 150 30148.25
813 194.575 -1 150 30158.0
814 194.64 1 100 30167.75
815 194.59 3 50 30162.75
816 194.61 3 0 30163.75
817 194.56 -1 50 30163.75
818 194.52 -3 100 30161.75
819 194.49 -5 150 30158.75
820 194.48 -5 150 30157.25
821 194.55 -1 150 30167.75
822 194.55 1 100 30167.75
823 194.56 5 50 30168.75
824 194.58 5 0 30169.75
825 194.62 5 0 30169.75
826 194.57 3 0 30169.75
827 194.59 1 0 30169.75
828 194.61 1 0 30169.75
829 194.59 1 0 30169.75
830 194.63 -1 50 30169.75
831 194.65 5 0 30170.75
832 194.57 1 0 30170.75
833 194.55 -1 50 30170.75
834 194.58 -3 100 30172.25
835 194.55 -1 150 30169.25
836 194.58 -3 150 30173.750000000004
837 194.58 -1 150 30173.750000000004
838 194.57 1 100 30172.25
839 194.565 -1 150 30171.75
840 194.52 -1 150 30165.0
841 194.52 -5 150 30165.0
842 194.6 -1 150 30177.0
843 194.63 3 100 30181.5
844 194.57 1 50 30175.5
845 194.41 -1 100 30167.5
846 194.49 -3 150 30175.5
847 194.48 -3 150 30174.0
848 194.37 -3 150 30157.5
849 194.33 -3 150 30151.500000000004
850 194.31 -5 150 30148.5
851 194.32 -3 150 30150.0
852 194.29 -5 150 30145.5
853 194.24 -5 150 30138.0
854 194.25 -3 150 30139.5
855 194.36 -1 150 30156.000000000004
856 194.31 3 100 30148.5
857 194.16 1 50 30133.5
858 194.18 -1 100 30134.5
859 194.16 -3 150 30132.5
860 194.29 -1 150 30152.0
861 194.12 3 100 30126.5
862 194.18 -1 150 30132.5
863 194.09 1 100 30119.0
864 194.21 -3 150 30131.0
865 194.19 1 100 30128.0
866 194.19 1 50 30128.0
867 194.21 3 0 30129.0
868 194.21 1 0 30129.0
869 194.25 3 0 30129.0
870 194.31 3 0 30129.0
871 194.23 3 0 30129.0
872 194.19 -1 50 30129.0
873 194.21 -3 100 30130.0
874 194.26 -1 150 30135.0
875 194.28 3 100 30138.0
876 194.3 5 50 30140.0
877 194.3 5 0 30140.0
878 194.44 1 0 30140.0
879 194.33 3 0 30140.0
880 194.27 1 0 30140.0
881 194.225 -3 50 30140.0
882 194.25 -3 100 30141.25
883 194.26 -1 150 30142.25
884 194.24 1 100 30139.25
885 194.44 -1 150 30159.25
886 194.57 3 100 30178.75
887 194.55 3 50 30176.75
888 194.61 5 0 30179.75
889 194.55 3 0 30179.75
890 194.5 -1 50 30179.75
891 194.5 -5 100 30179.75
892 194.52 -1 150 30181.75
893 194.48 -3 150 30175.75
894 194.45 -3 150 30171.25
895 194.5 -3 150 30178.75
896 194.51 1 100 30180.25
897 194.46 1 50 30175.25
898 194.45 -1 100 30174.75
899 194.39 -3 150 30168.749999999996
900 194.33 -5 150 30159.750000000004
901 194.29 -5 150 30153.75
902 194.3 -3 150 30155.25
903 194.31 -1 150 30156.75
904 194.31 -1 150 30156.75
905 194.2 1 100 30140.25
906 194.23 -3 150 30143.25
907 194.24 -1 150 30144.75
908 194.16 -3 150 30132.75
909 194.3 -3 150 30153.75
910 194.25 3 100 30146.25
911 194.19 1 50 30140.25
912 194.29 -3 100 30145.25
913 194.22 1 50 30138.25
914 194.27 -1 100 30140.75
915 194.2 1 50 30133.75
916 194.26 -3 100 30136.75
917 194.255 -1 150 30136.25
918 194.24 1 100 30134.0
919 194.32 1 50 30142.0
920 194.29 3 0 30140.5
921 194.23 1 0 30140.5
922 194.25 -1 50 30140.5
923 194.26 -1 100 30141.0
924 194.13 1 50 30128.0
925 194.26 -3 100 30134.5
926 194.22 -3 150 30130.5
927 194.09 1 100 30111.0
928 194.24 -3 150 30126.0
929 194.16 1 100 30114.0
930 194.18 -1 150 30116.0
931 194.23 1 100 30123.5
932 194.21 1 50 30121.5
933 194.19 1 0 30120.5
934 194.21 -1 50 30120.5
935 194.21 -1 100 30120.5
936 194.24 3 50 30123.5
937 194.13 1 0 30118.0
938 194.13 1 0 30118.0
939 194.2 -3 50 30118.0
940 194.3 -1 100 30123.0
941 194.34 3 50 30127.0
942 194.28 3 0 30124.0
943 194.2 -1 50 30124.0
944 194.17 -3 100 30122.5
945 194.17 -3 150 30122.499999999996
946 194.03 -5 150 30101.5
947 194.09 -3 150 30110.5
948 194.1 -1 150 30112.0
949 194.09 -1 150 30110.5
950 194.17 1 100 30122.5
951 194.16 3 50 30121.5
952 194.16 3 0 30121.5
953 194.26 3 0 30121.5
954 194.2 3 0 30121.5
955 194.08 1 0 30121.5
956 194.08 1 0 30121.5
957 193.815 -1 50 30121.5
958 193.83 -3 100 30122.25
959 194.17 -1 150 30156.249999999996
