time stock-price decision number-of-stocks portfolio-value
709 195.74 3 0 30114.0
710 195.66 1 0 30114.0
711 195.61 -1 50 30114.0
712 195.58 -3 100 30112.5
713 195.53 -5 150 30107.5
714 195.44 -5 150 30094.0
715 195.55 -3 150 30110.5
716 195.49 -1 150 30101.5
717 195.55 -1 150 30110.5
718 195.61 1 100 30119.5
719 195.66 5 50 30124.5
720 195.56 1 0 30119.5
721 195.63 1 0 30119.5
722 195.61 -1 50 30119.5
723 195.63 -1 100 30120.5
724 195.72 1 50 30129.5
725 195.77 5 0 30132.0
726 195.79 5 0 30132.0
727 195.81 5 0 30132.0
728 195.81 3 0 30132.0
729 195.64 1 0 30132.0
730 195.64 -5 50 30132.0
731 195.64 -3 100 30132.0
732 195.6 -5 150 30128.0
733 195.5 -3 150 30113.0
734 195.51 -3 150 30114.5
735 195.57 -1 150 30123.5
736 195.53 -1 150 30117.5
737 195.45 1 100 30105.5
738 195.45 -3 150 30105.5
739 195.51 -1 150 30114.5
740 195.45 -1 150 30105.5
741 195.26 -1 150 30077.0
742 195.41 -3 150 30099.5
743 195.34 -3 150 30089.0
744 195.45 -1 150 30105.5
745 195.53 3 100 30117.5
746 195.5 3 50 30114.5
747 195.31 1 0 30105.0
748 195.28 -3 50 30105.0
749 195.24 -5 100 30103.0
750 195.24 -3 150 30103.0
751 195.25 -1 150 30104.5
752 195.32 1 100 30115.0
753 195.28 3 50 30111.0
754 195.26 1 0 30110.0
755 195.26 -1 50 30110.0
756 195.31 -1 100 30112.5
757 195.31 1 50 30112.5
758 195.33 5 0 30113.5
759 195.27 1 0 30113.5
760 195.41 -1 50 30113.5
761 195.43 3 0 30114.5
762 195.42 3 0 30114.5
763 195.47 5 0 30114.5
764 195.53 5 0 30114.5
765 195.63 3 0 30114.5
766 195.54 3 0 30114.5
767 195.56 3 0 30114.5
768 195.56 1 0 30114.5
769 195.45 -1 50 30114.5
770 195.41 -5 100 30112.5
771 195.48 -3 150 30119.5
772 195.56 1 100 30131.5
773 195.72 3 50 30147.5
774 195.68 3 0 30145.5
775 195.69 3 0 30145.5
776 195.6 -1 50 30145.5
777 195.7 -3 100 30150.5
778 195.6 3 50 30140.5
779 195.61 -3 100 30141.0
780 195.67 -1 150 30146.999999999996
781 195.76 1 100 30160.5
782 195.72 3 50 30156.5
783 195.73 3 0 30157.0
784 195.65 -1 50 30157.0
785 195.545 -3 100 30151.75
786 195.43 -5 150 30140.25
787 195.42 -5 150 30138.749999999996
788 195.48 -1 150 30147.75
789 195.5 1 100 30150.75
790 195.54 3 50 30154.75
791 195.49 3 0 30152.25
792 195.44 -1 50 30152.25
793 195.39 -3 100 30149.75
794 195.36 -5 150 30146.750000000004
795 195.48 -1 150 30164.75
796 195.45 1 100 30160.25
797 195.46 3 50 30161.25
798 195.5 3 0 30163.25
799 195.47 3 0 30163.25
800 195.48 3 0 30163.25
801 195.62 -1 50 30163.25
802 195.52 3 0 30158.25
803 195.52 1 0 30158.25
804 195.56 1 0 30158.25
805 195.43 -1 50 30158.25
806 195.48 -3 100 30160.75
807 195.52 -1 150 30164.75
808 195.44 1 100 30152.75
809 195.48 -1 150 30156.75
810 195.54 -1 150 30165.75
811 195.48 3 100 30156.75
812 195.53 1 50 30161.75
813 195.41 -1 100 30155.75
814 195.35 -3 150 30149.75
815 195.39 -3 150 30155.749999999996
816 195.43 -1 150 30161.75
817 195.36 1 100 30151.25
818 195.365 1 50 30151.75
819 195.37 1 0 30152.0
820 195.375 1 0 30152.0
821 195.39 3 0 30152.0
822 195.37 3 0 30152.0
823 195.32 -1 50 30152.0
824 195.33 -3 100 30152.5
825 195.32 -3 150 30151.5
826 195.32 -5 150 30151.5
827 195.36 -1 150 30157.500000000004
828 195.39 3 100 30162.0
829 195.39 3 50 30162.0
830 195.41 5 0 30163.0
831 195.39 3 0 30163.0
832 195.39 -1 50 30163.0
833 195.3 -1 100 30158.5
834 195.38 -3 150 30166.5
835 195.31 -3 150 30156.0
836 195.35 -1 150 30162.0
837 195.33 -1 150 30159.000000000004
838 195.35 1 100 30162.0
839 195.29 -1 150 30156.0
840 195.225 -3 150 30146.25
841 195.165 -5 150 30137.25
842 195.22 -3 150 30145.5
843 195.1 -5 150 30127.5
844 195.19 -3 150 30141.0
845 195.16 -3 150 30136.5
846 195.16 -3 150 30136.5
847 195.145 -3 150 30134.25
848 195.09 -3 150 30126.0
849 194.99 -3 150 30111.0
850 195.02 -3 150 30115.5
851 195.13 -1 150 30132.0
852 195.13 1 100 30132.0
853 195.06 1 50 30125.0
854 195.1 1 0 30127.0
855 195.08 -1 50 30127.0
856 194.94 1 0 30120.0
857 194.91 -5 50 30120.0
858 194.74 -3 100 30111.5
859 194.84 -3 150 30121.5
860 194.8 -3 150 30115.5
861 194.84 -1 150 30121.5
862 194.82 1 100 30118.5
863 194.88 3 50 30124.5
864 194.865 3 0 30123.75
865 194.9 5 0 30123.75
866 194.895 3 0 30123.75
867 194.91 5 0 30123.75
868 194.93 5 0 30123.75
869 194.98 5 0 30123.75
870 194.9 3 0 30123.75
871 194.81 -1 50 30123.75
872 194.87 -3 100 30126.75
873 194.83 -3 150 30122.750000000004
874 194.68 -1 150 30100.25
875 194.75 -3 150 30110.75
876 194.51 -3 150 30074.75
877 194.57 -3 150 30083.75
878 194.7 -1 150 30103.25
879 194.75 1 100 30110.75
880 194.72 3 50 30107.75
881 194.71 1 0 30107.25
882 194.73 1 0 30107.25
883 194.775 1 0 30107.25
884 194.83 3 0 30107.25
885 194.65 1 0 30107.25
886 194.69 -1 50 30107.25
887 194.65 -3 100 30105.25
888 194.69 -3 150 30109.25
889 194.7 1 100 30110.75
890 194.7 3 50 30110.75
891 194.67 1 0 30109.25
892 194.66 -3 50 30109.25
893 194.65 -5 100 30108.75
894 194.63 -5 150 30106.75
895 194.78 -1 150 30129.25
896 194.74 3 100 30123.25
897 194.82 3 50 30131.25
898 194.76 3 0 30128.25
899 194.79 1 0 30128.25
900 194.79 1 0 30128.25
901 194.72 -1 50 30128.25
902 194.56 -1 100 30120.25
903 194.66 -3 150 30130.25
904 194.67 -1 150 30131.749999999996
905 194.63 -3 150 30125.75
906 194.54 -1 150 30112.25
907 194.52 -3 150 30109.25
908 194.5 -5 150 30106.25
909 194.5 -5 150 30106.25
910 194.59 -1 150 30119.75
911 194.55 3 100 30113.75
912 194.59 3 50 30117.75
913 194.53 1 0 30114.75
914 194.46 -3 50 30114.75
915 194.27 -1 100 30105.25
916 194.24 -5 150 30102.25
917 194.32 -1 150 30114.25
918 194.275 -1 150 30107.5
919 194.22 -1 150 30099.25
920 194.23 -3 150 30100.75
921 194.24 -1 150 30102.25
922 194.16 -1 150 30090.25
923 194.25 -3 150 30103.75
924 194.37 1 100 30121.75
925 194.43 3 50 30127.75
926 194.29 1 0 30120.75
927 194.3 1 0 30120.75
928 194.36 -1 50 30120.75
929 194.4 1 0 30122.75
930 194.39 1 0 30122.75
931 194.425 5 0 30122.75
932 194.39 3 0 30122.75
933 194.41 -1 50 30122.75
934 194.47 -1 100 30125.75
935 194.47 3 50 30125.75
936 194.33 1 0 30118.75
937 194.43 -3 50 30118.75
938 194.38 -3 100 30116.25
939 194.325 -3 150 30110.75
940 194.34 -3 150 30113.0
941 194.335 -3 150 30112.25
942 194.275 -3 150 30103.25
943 194.23 -5 150 30096.5
944 194.2 -5 150 30092.0
945 194.17 -5 150 30087.499999999996
946 194.09 -5 150 30075.5
947 194.01 -5 150 30063.5
948 193.91 -5 150 30048.5
949 193.83 -5 150 30036.500000000004
950 193.83 -5 150 30036.500000000004
951 193.81 -5 150 30033.5
952 193.92 -1 150 30049.999999999996
953 194.1 1 100 30077.0
954 194.13 5 50 30080.0
955 193.81 1 0 30064.0
956 193.77 -3 50 30064.0
957 193.86 -1 100 30068.5
958 193.97 1 50 30079.5
959 194.74 1 0 30118.0
