time stock-price decision number-of-stocks portfolio-value
675 199.62 -9 0 30381.5
676 199.63 -7 0 30381.5
677 199.5 -9 0 30381.5
678 199.4 -9 0 30381.5
679 199.475 -7 0 30381.5
680 199.6 -5 0 30381.5
681 199.62 -1 0 30381.5
682 199.63 1 50 30381.5
683 199.28 5 100 30364.0
684 199.07 1 150 30343.0
685 199.36 -7 100 30386.5
686 199.35 -5 50 30385.5
687 199.28 -5 0 30382.0
688 199.02 3 50 30382.0
689 199.03 -3 0 30382.5
690 198.96 -5 0 30382.5
691 199.26 -5 0 30382.5
692 199.2 -3 0 30382.5
693 198.99 5 50 30382.5
694 198.77 3 100 30371.5
695 198.91 -7 50 30385.5
696 198.9 -7 0 30385.0
697 199.06 -3 0 30385.0
698 199.01 -1 0 30385.0
699 199.05 1 50 30385.0
700 199.13 1 100 30389.0
701 199.03 7 150 30379.0
702 199.07 5 150 30385.0
703 199.07 3 150 30385.0
704 199.1 3 150 30389.5
705 199.13 1 150 30394.0
706 199.2 1 150 30404.5
707 199.17 7 150 30399.999999999996
708 199 5 150 30374.5
709 198.91 1 150 30361.0
710 198.89 -3 100 30358.0
711 198.77 -3 50 30346.0
712 198.72 -7 0 30343.5
713 198.77 -7 0 30343.5
714 198.79 -5 0 30343.5
715 198.78 -3 0 30343.5
716 198.49 5 50 30343.5
717 198.48 -1 0 30343.0
718 198.55 -5 0 30343.0
719 198.52 -5 0 30343.0
720 198.67 -3 0 30343.0
721 198.73 1 50 30343.0
722 198.865 1 100 30349.75
723 198.82 3 150 30345.25
724 198.765 5 150 30336.999999999996
725 198.89 5 150 30355.749999999996
726 198.92 7 150 30360.249999999996
727 198.87 7 150 30352.75
728 198.97 1 150 30367.75
729 198.9 7 150 30357.25
730 198.98 1 150 30369.25
731 198.92 7 150 30360.249999999996
732 198.82 5 150 30345.25
733 198.755 -1 100 30335.5
734 198.77 -3 50 30337.0
735 198.6 -1 0 30328.5
736 198.58 -7 0 30328.5
737 198.51 -9 0 30328.5
738 198.45 -9 0 30328.5
739 198.61 -5 0 30328.5
740 198.61 -5 0 30328.5
741 198.52 -1 0 30328.5
742 198.57 -1 0 30328.5
743 198.49 1 50 30328.5
744 198.49 1 100 30328.5
745 198.66 -5 50 30345.5
746 198.73 -1 0 30349.0
747 198.66 5 50 30349.0
748 198.69 5 100 30350.5
749 198.84 -1 50 30365.5
750 198.725 7 100 30359.75
751 198.66 5 150 30353.25
752 198.71 3 150 30360.75
753 198.61 1 150 30345.750000000004
754 198.67 -5 100 30354.75
755 198.63 -3 50 30350.75
756 198.73 -3 0 30355.75
757 198.73 -1 0 30355.75
758 198.82 1 50 30355.75
759 198.82 5 100 30355.75
760 198.9 5 150 30363.75
761 198.875 7 150 30360.0
762 198.89 7 150 30362.249999999996
763 198.81 3 150 30350.25
764 198.81 3 150 30350.25
765 198.65 1 150 30326.25
766 198.63 -3 100 30323.25
767 198.81 -5 50 30341.25
768 198.86 -3 0 30343.75
769 198.96 -1 0 30343.75
770 199 3 50 30343.75
771 198.95 7 100 30341.25
772 198.86 3 150 30332.250000000004
773 198.855 1 150 30331.5
774 198.89 1 150 30336.749999999996
775 198.95 -1 100 30345.75
776 198.92 -1 50 30342.75
777 198.82 5 100 30337.75
778 198.805 1 150 30336.25
779 198.76 -1 100 30329.5
780 198.57 -1 50 30310.5
781 198.6 -5 0 30312.0
782 198.63 -5 0 30312.0
783 198.63 -5 0 30312.0
784 198.43 3 50 30312.0
785 198.39 -7 0 30310.0
786 198.4 -7 0 30310.0
787 198.36 -9 0 30310.0
788 198.42 -7 0 30310.0
789 198.44 -3 0 30310.0
790 198.49 -1 0 30310.0
791 198.46 3 50 30310.0
792 198.48 5 100 30311.0
793 198.57 -3 50 30320.0
794 198.48 7 100 30315.5
795 198.45 5 150 30312.5
796 198.48 1 150 30317.0
797 198.37 3 150 30300.5
798 198.355 -3 100 30298.25
799 198.44 -5 50 30306.75
800 198.45 -3 0 30307.25
801 198.28 5 50 30307.25
802 198.29 -1 0 30307.75
803 198.3 -5 0 30307.75
804 198.26 -7 0 30307.75
805 198.27 -7 0 30307.75
806 198.245 -7 0 30307.75
807 198.28 -7 0 30307.75
808 198.215 3 50 30307.75
809 198.27 -7 0 30310.5
810 198.43 -5 0 30310.5
811 198.32 7 50 30310.5
812 198.48 -3 0 30318.5
813 198.42 7 50 30318.5
814 198.355 5 100 30315.25
815 198.39 3 150 30318.749999999996
816 198.37 3 150 30315.75
817 198.37 -1 100 30315.75
818 198.26 3 150 30304.75
819 198.28 -3 100 30307.75
820 198.22 -7 50 30301.75
821 198.28 -7 0 30304.75
822 198.11 5 50 30304.75
823 198.23 -7 0 30310.75
824 198.26 -5 0 30310.75
825 198.3 -3 0 30310.75
826 198.29 1 50 30310.75
827 198.1 5 100 30301.25
828 198.09 1 150 30300.25
829 198.32 -5 100 30334.75
830 198.33 -3 50 30335.75
831 198.48 -1 0 30343.25
832 198.44 3 50 30343.25
833 198.465 5 100 30344.5
834 198.56 5 150 30354.0
835 198.5 7 150 30345.0
836 198.53 7 150 30349.5
837 198.61 5 150 30361.500000000004
838 198.55 7 150 30352.5
839 198.56 7 150 30354.0
840 198.74 -5 100 30381.0
841 198.81 1 150 30388.0
842 198.9 3 150 30401.5
843 198.84 7 150 30392.5
844 198.74 5 150 30377.5
845 198.65 1 150 30364.0
846 198.73 -1 100 30376.0
847 198.685 -3 50 30371.5
848 198.74 -5 0 30374.25
849 198.82 -1 0 30374.25
850 198.87 1 50 30374.25
851 198.92 3 100 30376.75
852 198.92 5 150 30376.749999999996
853 198.92 5 150 30376.749999999996
854 198.93 9 150 30378.25
855 198.93 9 150 30378.25
856 198.93 9 150 30378.25
857 198.93 9 150 30378.25
858 198.93 9 150 30378.25
859 198.93 9 150 30378.25
860 198.93 9 150 30378.25
861 198.93 9 150 30378.25
862 198.93 9 150 30378.25
863 198.93 9 150 30378.25
864 198.93 9 150 30378.25
865 198.93 9 150 30378.25
866 198.93 9 150 30378.25
867 198.93 9 150 30378.25
868 198.93 9 150 30378.25
869 198.93 9 150 30378.25
870 198.93 9 150 30378.25
871 198.93 9 150 30378.25
872 198.83 5 150 30363.250000000004
873 198.79 1 150 30357.25
874 198.88 -1 100 30370.75
875 198.825 -1 50 30365.25
876 198.8 -3 0 30364.0
877 198.86 -5 0 30364.0
878 198.93 -3 0 30364.0
879 198.91 3 50 30364.0
880 198.91 3 100 30364.0
881 198.87 5 150 30360.0
882 198.9 3 150 30364.5
883 198.9 3 150 30364.5
884 198.87 3 150 30360.0
885 198.84 1 150 30355.5
886 198.84 1 150 30355.5
887 198.93 -5 100 30369.0
888 198.98 -3 50 30374.0
889 198.97 1 100 30373.5
890 198.97 1 150 30373.5
891 198.85 5 150 30355.5
892 198.805 1 150 30348.75
893 198.81 1 150 30349.5
894 198.76 -3 100 30342.0
895 198.75 -7 50 30341.0
896 198.85 -5 0 30346.0
897 198.84 -3 0 30346.0
898 198.9 -1 0 30346.0
899 198.9 -1 0 30346.0
900 198.83 5 50 30346.0
901 198.89 1 100 30349.0
902 198.95 -1 50 30355.0
903 198.97 9 100 30356.0
904 198.91 5 150 30350.0
905 198.87 3 150 30344.0
906 198.88 1 150 30345.5
907 198.885 1 150 30346.25
908 198.75 5 150 30326.0
909 198.76 -3 100 30327.5
910 198.84 -5 50 30335.5
911 198.79 -5 0 30333.0
912 198.83 -3 0 30333.0
913 198.79 -1 0 30333.0
914 198.74 3 50 30333.0
915 198.55 3 100 30323.5
916 198.53 -3 50 30321.5
917 198.68 -5 0 30329.0
918 198.68 -5 0 30329.0
919 198.71 -1 0 30329.0
920 198.7 1 50 30329.0
921 198.54 5 100 30321.0
922 198.655 -3 50 30332.5
923 198.59 -1 0 30329.25
924 198.63 -3 0 30329.25
925 198.66 -3 0 30329.25
926 198.63 1 50 30329.25
927 198.62 1 100 30328.75
928 198.67 -3 50 30333.75
929 198.65 5 100 30332.75
930 198.65 5 150 30332.75
931 198.44 5 150 30301.25
932 198.36 1 150 30289.250000000004
933 198.45 -7 100 30302.75
934 198.47 -3 50 30304.75
935 198.49 -1 0 30305.75
936 198.67 -1 0 30305.75
937 198.59 1 50 30305.75
938 198.35 5 100 30293.75
939 198.41 3 150 30299.75
940 198.42 1 150 30301.249999999996
941 198.5 -3 100 30313.25
942 198.44 -3 50 30307.25
943 198.35 3 100 30302.75
944 198.42 -5 50 30309.75
945 198.42 -5 0 30309.75
946 198.49 -5 0 30309.75
947 198.51 -1 0 30309.75
948 198.4 5 50 30309.75
949 198.35 3 100 30307.25
950 198.305 -1 50 30302.75
951 198.16 -1 0 30295.5
952 198.29 -7 0 30295.5
953 198.29 -7 0 30295.5
954 198.17 -5 0 30295.5
955 198.18 -5 0 30295.5
956 198.18 -5 0 30295.5
957 198.22 -5 0 30295.5
958 198.45 -3 0 30295.5
959 198.5 -1 0 30295.5
