time stock-price decision number-of-stocks portfolio-value
960 29.185 -5 255 29830.26499999999
960 30.445 1 0 30225.95
960 30.49 -3 250 30529.094999999994
960 30.015 3 0 30023.875000000004
960 29.185 -5 255 29830.26499999999
960 30.445 1 0 30225.95
960 30.49 -3 250 30529.094999999994
960 30.015 3 0 30056.230000000007
