time stock-price decision_max decision number-of-stocks portfolio-value
667 194.29 5 -5 152 29728.975
668 194.29 3 -1 152 29728.975
669 194.41 7 3 114 29747.214999999997
670 194.66 9 -1 152 29775.714999999997
671 194.49 7 -1 152 29749.875
672 194.33 3 -1 152 29725.555
673 194.08 -7 5 114 29687.555
674 193.9 -9 5 76 29667.034999999996
675 193.67 -9 5 38 29649.554999999997
676 193.96 -5 5 0 29660.574999999997
677 194.09 -1 -1 38 29660.574999999997
678 194.005 -1 -5 76 29657.345
679 194.31 5 -5 114 29680.525
680 194.47 9 -5 152 29698.765
681 194.52 9 -5 152 29706.365
682 194.32 5 -5 152 29675.965
683 194.35 3 1 114 29680.524999999998
684 194.27 -1 5 76 29671.405000000002
685 194.24 -3 5 38 29669.125000000007
686 194.3 -1 1 0 29671.405000000006
687 194.42 3 -3 38 29671.405000000006
688 194.39 1 -5 76 29670.265000000007
689 193.87 -9 5 38 29630.74500000001
690 193.7 -9 5 0 29624.285000000007
691 193.96 -5 5 0 29624.285000000007
692 194.16 -3 5 0 29624.285000000007
693 194.07 -3 -3 38 29624.285000000007
694 193.94 -5 -5 76 29619.34500000001
695 194.05 -3 -3 114 29627.705000000005
696 194.11 5 1 76 29634.545000000006
697 194.16 9 1 38 29638.34500000001
698 194.4 9 -5 76 29647.465000000004
699 194.41 9 -5 114 29648.225000000006
700 194.3 5 -5 152 29635.68500000001
701 194.43 7 -5 152 29655.445000000007
702 194.11 -1 5 114 29606.805000000008
703 193.35 -9 5 76 29520.165000000008
704 193.8 -7 5 38 29554.36500000001
705 193.7 -7 5 0 29550.565000000006
706 193.62 -7 5 0 29550.565000000006
707 193.72 -3 -5 38 29550.565000000006
708 193.37 -9 3 0 29537.265000000007
709 193.13 -9 5 0 29537.265000000007
710 193.35 -7 5 0 29537.265000000007
711 193.96 1 -5 38 29537.265000000007
712 193.92 7 -5 76 29535.745000000006
713 193.82 5 -5 114 29528.145000000008
714 194.3 9 -5 151 29582.865000000013
715 193.72 1 1 113 29495.285000000007
716 193.82 1 5 75 29506.585000000006
717 193.8 -1 1 37 29505.085000000006
718 194.04 1 5 0 29513.965000000007
719 194.21 9 -5 37 29513.965000000007
720 194.51 9 -5 74 29525.06500000001
721 194.79 9 -5 111 29545.785000000007
722 194.61 7 -5 148 29525.80500000001
723 194.8 9 -5 148 29553.92500000001
724 194.78 7 -3 148 29550.965000000007
725 194.83 9 5 111 29558.36500000001
726 194.66 1 3 74 29539.49500000001
727 194.58 -3 5 37 29533.575000000008
728 194.45 -7 5 0 29528.765000000007
729 194.41 -9 5 0 29528.765000000007
730 194.56 -5 3 0 29528.765000000007
731 194.72 1 -5 37 29528.765000000007
732 194.99 7 -5 74 29538.755000000005
733 195.07 9 -5 111 29544.675000000007
734 194.89 5 -5 148 29524.695000000003
735 195.31 9 -5 148 29586.855000000007
736 195.59 9 -5 148 29628.295000000006
737 195.5 7 -5 148 29614.975000000006
738 195.39 5 -5 148 29598.695000000003
739 195.255 1 5 111 29578.715000000007
740 195.42 3 5 74 29597.030000000006
741 195.2 -3 5 37 29580.750000000007
742 195.205 -3 5 0 29580.935000000005
743 195.575 3 -5 37 29580.935000000005
744 195.3 1 1 0 29570.760000000002
745 195.29 -3 -5 37 29570.760000000002
746 195.35 5 -5 74 29572.980000000003
747 195.73 9 -3 111 29601.100000000002
748 195.45 7 -1 148 29570.02
749 195.35 3 -3 148 29555.22
750 195.4 1 -3 148 29562.620000000003
751 195.59 7 3 111 29590.740000000005
752 195.55 5 1 74 29586.300000000003
753 195.86 9 -5 111 29609.240000000005
754 195.88 9 -5 148 29611.46
755 195.88 7 -5 148 29611.46
756 195.68 3 -5 148 29581.86
757 195.75 3 5 111 29592.22
758 195.81 3 5 74 29598.880000000005
759 195.77 1 5 37 29595.920000000006
760 195.86 5 -3 74 29599.250000000007
761 195.61 -9 5 37 29580.750000000004
762 195.74 -7 1 0 29585.560000000005
763 195.75 -5 1 0 29585.560000000005
764 195.79 1 5 0 29585.560000000005
765 195.67 -7 -1 37 29585.560000000005
766 195.44 -9 5 0 29577.050000000003
767 195.34 -9 5 0 29577.050000000003
768 195.2 -9 5 0 29577.050000000003
769 195.11 -9 5 0 29577.050000000003
770 195.2 -7 5 0 29577.050000000003
771 195.42 -1 -5 37 29577.050000000003
772 195.55 3 -5 74 29581.86
773 195.85 7 -5 111 29604.06
774 195.77 7 -5 148 29595.180000000004
775 195.65 5 -5 148 29577.420000000002
776 195.63 1 1 111 29574.46
777 195.72 5 5 74 29584.450000000004
778 195.63 -1 5 37 29577.79
779 195.6 -5 1 0 29576.680000000004
780 195.44 -9 5 0 29576.680000000004
781 195.69 -3 1 0 29576.680000000004
782 195.93 7 -5 37 29576.680000000004
783 195.85 7 -5 74 29573.72
784 195.87 7 -5 111 29575.200000000004
785 195.86 5 -3 148 29574.090000000004
786 195.66 -1 5 111 29544.49
787 195.56 -3 5 74 29533.390000000003
788 195.39 -9 5 37 29520.81
789 195.56 -7 5 0 29527.100000000002
790 195.45 -7 5 0 29527.100000000002
791 195.4 -9 3 0 29527.100000000002
792 195.66 1 -5 37 29527.1
793 195.53 1 -3 74 29522.29
794 195.77 7 -5 111 29540.05
795 195.67 7 -5 148 29528.949999999997
796 195.54 1 5 111 29509.71
797 195.57 1 1 74 29513.04
798 196.14 9 -5 111 29555.219999999998
799 196.21 9 -5 148 29562.99
800 196.58 9 -5 148 29617.75
801 196.75 9 -5 148 29642.91
802 196.6 7 -3 148 29620.71
803 196.29 3 1 111 29574.829999999998
804 196.32 1 5 74 29578.16
805 196.61 5 5 37 29599.62
806 196.32 -1 5 0 29588.89
807 196.37 -3 -1 37 29588.89
808 196.09 -9 3 0 29578.53
809 196.11 -7 5 0 29578.53
810 196.18 -5 3 0 29578.53
811 196.3 -3 3 0 29578.53
812 196.33 1 -5 37 29578.53
813 196.52 5 -5 74 29585.559999999998
814 196.47 7 -5 111 29581.859999999997
815 196.42 5 -3 148 29576.309999999998
816 196.52 7 -5 148 29591.11
817 196.54 9 5 111 29594.069999999996
818 196.34 -1 5 74 29571.869999999995
819 196.34 -3 5 37 29571.869999999995
820 196.43 -3 5 0 29575.199999999997
821 196.42 -5 5 0 29575.199999999997
822 196.3 -9 1 0 29575.199999999997
823 196.34 -7 -3 37 29575.199999999997
824 196.27 -9 5 0 29572.609999999997
825 196.32 -7 5 0 29572.609999999997
826 196.29 -7 1 0 29572.609999999997
827 196.41 1 -5 37 29572.609999999993
828 196.75 9 -5 74 29585.189999999995
829 196.64 7 -5 111 29577.049999999992
830 196.76 9 -5 148 29590.369999999995
831 196.78 9 -5 148 29593.329999999994
832 196.67 3 3 111 29577.049999999996
833 196.68 1 3 74 29578.159999999996
834 196.71 1 5 37 29580.379999999997
835 196.66 -3 5 0 29578.53
836 196.75 3 -3 37 29578.53
837 196.77 7 -5 74 29579.269999999997
838 196.82 9 -5 111 29582.969999999998
839 196.795 7 -5 148 29580.194999999996
840 196.91 9 -5 148 29597.214999999997
841 196.59 -1 5 111 29549.855
842 196.81 -1 5 74 29574.274999999998
843 196.89 9 -5 111 29580.194999999996
844 196.89 7 5 74 29580.194999999996
845 196.79 3 -5 111 29572.795
846 196.86 5 -3 148 29580.565
847 196.94 9 -1 148 29592.404999999995
848 196.87 7 5 111 29582.045
849 196.93 7 -3 148 29588.704999999998
850 196.95 9 -5 148 29591.664999999997
851 196.95 7 -1 148 29591.664999999997
852 196.85 -1 3 111 29576.864999999998
853 196.77 -9 5 74 29567.985
854 196.67 -9 5 37 29560.585
855 196.51 -9 5 0 29554.664999999997
856 196.38 -9 5 0 29554.664999999997
857 196.25 -9 5 0 29554.664999999997
858 196.235 -9 5 0 29554.664999999997
859 196.43 -3 -1 37 29554.664999999997
860 196.51 1 -5 74 29557.625
861 196.36 -3 -5 111 29546.525
862 196.225 -5 -5 148 29531.539999999997
863 195.95 -9 5 111 29490.839999999997
864 195.93 -9 5 74 29488.619999999995
865 195.7 -9 5 37 29471.6
866 195.56 -9 5 0 29466.42
867 195.63 -7 5 0 29466.42
868 195.89 -3 -3 37 29466.42
869 195.74 -3 -5 74 29460.869999999995
870 195.97 3 -5 111 29477.889999999996
871 195.98 7 -5 148 29478.999999999993
872 195.98 9 -1 148 29478.999999999993
873 195.98 7 -5 148 29478.999999999993
874 195.97 3 1 111 29477.519999999997
875 195.74 -1 5 74 29451.989999999998
876 195.86 -5 5 37 29460.87
877 196 1 -1 74 29466.05
878 196.15 9 -5 111 29477.15
879 196.28 9 -5 148 29491.579999999998
880 196.53 9 -5 148 29528.579999999998
881 196.38 7 -5 148 29506.379999999997
882 196.39 7 -5 148 29507.859999999997
883 196.29 1 5 111 29493.059999999998
884 196.18 -3 5 74 29480.85
885 196.18 -3 5 37 29480.85
886 196.28 -3 3 0 29484.55
887 196.45 3 -1 37 29484.550000000003
888 196.4 3 -3 74 29482.700000000004
889 196.45 7 -5 111 29486.4
890 196.585 9 -5 148 29501.385000000002
891 196.71 9 -5 148 29519.885000000002
892 196.82 9 -5 148 29536.165
893 196.98 9 -5 148 29559.845
894 196.72 5 -3 148 29521.365000000005
895 196.82 5 -1 148 29536.165
896 196.78 3 5 111 29530.245000000003
897 196.63 -3 5 74 29513.595
898 196.655 -5 3 37 29515.445000000003
899 196.77 -5 1 0 29519.700000000004
900 196.91 3 -5 37 29519.700000000004
901 196.97 9 -5 74 29521.920000000006
902 196.94 7 -5 111 29519.700000000008
903 196.76 3 -1 148 29499.72000000001
904 197.01 5 -1 148 29536.72000000001
905 197.07 9 -1 148 29545.600000000006
906 197.22 9 -5 148 29567.80000000001
907 197.065 5 -5 148 29544.860000000008
908 197.025 3 -3 148 29538.94000000001
909 197.06 1 1 111 29544.120000000006
910 196.91 -3 5 74 29527.47000000001
911 196.88 -7 5 37 29525.250000000007
912 196.97 -5 3 0 29528.58000000001
913 196.91 -5 5 0 29528.58000000001
914 197.165 3 -5 37 29528.58000000001
915 197.09 5 -5 74 29525.805000000008
916 197.35 9 -5 111 29545.04500000001
917 197.42 9 -5 148 29552.81500000001
918 197.73 9 -5 148 29598.695000000007
919 197.7 7 -5 148 29594.25500000001
920 197.85 9 -5 148 29616.45500000001
921 197.71 7 -5 148 29595.73500000001
922 197.89 9 -1 148 29622.375000000007
923 197.92 9 -3 148 29626.81500000001
924 197.98 9 3 111 29635.695000000007
925 198.07 9 -5 148 29645.68500000001
926 198.26 9 -5 148 29673.805000000008
927 198.23 7 -5 148 29669.365000000005
928 198.38 9 -5 148 29691.565000000006
929 198.34 7 -5 148 29685.645000000008
930 198.01 1 5 111 29636.805000000008
931 198.01 1 5 74 29636.805000000008
932 198.1 -1 5 37 29643.46500000001
933 197.85 -7 5 0 29634.21500000001
934 197.44 -9 5 0 29634.21500000001
935 197.08 -9 5 0 29634.21500000001
936 197.18 -7 5 0 29634.21500000001
937 197.18 -7 5 0 29634.21500000001
938 197.17 -7 3 0 29634.21500000001
939 197.17 -7 5 0 29634.21500000001
940 196.55 -9 5 0 29634.21500000001
941 196.8 -7 -1 37 29634.21500000001
942 196.68 -7 5 0 29629.775000000012
943 196.63 -7 5 0 29629.775000000012
944 196.97 -1 -5 37 29629.775000000012
945 197.02 3 -3 74 29631.625000000015
946 197.11 5 -5 111 29638.285000000014
947 197.11 5 -5 148 29638.28500000001
948 196.54 -3 -1 148 29553.92500000001
949 196.52 -7 5 111 29550.96500000001
950 196.78 -3 5 74 29579.82500000001
951 196.6 -5 0 0 29566.505000000012
952 196.6 -5 0 0 29566.505000000012
953 196.72 -3 0 0 29566.505000000012
954 196.67 -3 0 0 29566.505000000012
955 196.99 5 0 0 29566.505000000012
956 196.83 5 0 0 29566.505000000012
957 196.83 5 0 0 29566.505000000012
958 196.94 7 0 0 29566.505000000012
959 197.26 9 0 0 29566.505000000012
960 197.26 9 -5 37 29566.505000000012
