time stock-price decision number-of-stocks portfolio-value
639 195.85 3 100 30175.25
640 195.73 3 50 30163.25
641 195.41 -1 100 30147.25
642 195.12 -3 150 30118.25
643 195.09 -5 150 30113.75
644 195.14 -3 150 30121.249999999996
645 195.22 1 100 30133.25
646 195.21 1 50 30132.25
647 194.92 1 0 30117.75
648 194.78 -3 50 30117.75
649 194.9 -3 100 30123.75
650 194.56 -5 150 30089.75
651 194.19 -5 150 30034.25
652 194.36 -3 150 30059.750000000004
653 194.12 -3 150 30023.75
654 194.31 -3 150 30052.25
655 194.35 -1 150 30058.25
656 194.49 1 100 30079.25
657 194.5 5 50 30080.25
658 194.58 5 0 30084.25
659 194.57 3 0 30084.25
660 194.32 1 0 30084.25
661 194.38 -3 50 30084.25
662 194.42 -1 100 30086.25
663 194.53 1 50 30097.25
664 194.53 1 0 30097.25
665 194.58 5 0 30097.25
666 194.79 5 0 30097.25
667 194.88 5 0 30097.25
668 194.76 3 0 30097.25
669 194.75 -1 50 30097.25
670 194.66 -3 100 30092.75
671 194.67 -3 150 30093.749999999996
672 194.61 -5 150 30084.750000000004
673 194.68 -3 150 30095.25
674 194.6 1 100 30083.25
675 194.61 -3 150 30084.250000000004
676 194.69 -1 150 30096.25
677 194.84 1 100 30118.75
678 194.87 5 50 30121.75
679 195.04 5 0 30130.25
680 195.04 5 0 30130.25
681 195.09 5 0 30130.25
682 195.12 5 0 30130.25
683 195.085 3 0 30130.25
684 195.2 1 0 30130.25
685 195.025 3 0 30130.25
686 195.03 -1 50 30130.25
687 194.99 -5 100 30128.25
688 194.91 -5 150 30120.25
689 194.85 -5 150 30111.25
690 194.97 -3 150 30129.25
691 194.97 -1 150 30129.25
692 194.905 1 100 30119.5
693 194.88 -1 150 30117.0
694 194.83 -3 150 30109.500000000004
695 194.9 -3 150 30120.0
696 194.79 1 100 30103.5
697 194.63 -1 150 30087.5
698 194.405 -3 150 30053.75
699 194.25 -5 150 30030.5
700 194.36 -3 150 30047.000000000004
701 194.36 -1 150 30047.000000000004
702 194.47 1 100 30063.5
703 194.48 5 50 30064.5
704 194.57 5 0 30069.0
705 194.59 5 0 30069.0
706 194.64 5 0 30069.0
707 194.63 3 0 30069.0
708 194.4 1 0 30069.0
709 194.35 -3 50 30069.0
710 194.45 -3 100 30074.0
711 194.48 1 50 30077.0
712 194.62 3 0 30084.0
713 194.51 3 0 30084.0
714 194.63 3 0 30084.0
715 194.585 3 0 30084.0
716 194.66 1 0 30084.0
717 194.73 3 0 30084.0
718 194.55 1 0 30084.0
719 194.5 -1 50 30084.0
720 194.39 -3 100 30078.5
721 194.23 -5 150 30062.5
722 193.95 -5 150 30020.5
723 193.95 -3 150 30020.5
724 194.155 -1 150 30051.25
725 194.14 -1 150 30048.999999999996
726 193.76 1 100 29992.0
727 193.85 -1 150 30001.0
728 194.01 -1 150 30025.0
729 193.95 -1 150 30016.0
730 193.97 1 100 30019.0
731 194.1 3 50 30032.0
732 194 3 0 30027.0
733 193.98 1 0 30027.0
734 194.06 -1 50 30027.0
735 194.08 1 0 30028.0
736 194.15 3 0 30028.0
737 194.28 5 0 30028.0
738 194.17 3 0 30028.0
739 194.08 1 0 30028.0
740 194.14 -1 50 30028.0
741 194.19 -1 100 30030.5
742 194.195 3 50 30031.0
743 194.11 1 0 30026.75
744 194.12 -1 50 30026.75
745 194.06 -3 100 30023.75
746 194.04 -5 150 30021.75
747 194.03 -5 150 30020.25
748 193.91 -3 150 30002.25
749 193.88 -5 150 29997.75
750 194.1 -1 150 30030.75
751 194.17 1 100 30041.25
752 194.21 5 50 30045.25
753 194.18 3 0 30043.75
754 194.16 1 0 30043.75
755 194.24 1 0 30043.75
756 193.96 1 0 30043.75
757 194.03 -3 50 30043.75
758 194.07 -1 100 30045.75
759 194.16 1 50 30054.75
760 194.07 1 0 30050.25
761 194.09 1 0 30050.25
762 194.1 1 0 30050.25
763 194.09 1 0 30050.25
764 194.09 -1 50 30050.25
765 194.16 -1 100 30053.75
766 194.12 3 50 30049.75
767 194.02 1 0 30044.75
768 193.87 -1 50 30044.75
769 193.78 -5 100 30040.25
770 193.83 -3 150 30045.250000000004
771 193.88 -1 150 30052.75
772 193.97 1 100 30066.25
773 193.93 3 50 30062.25
774 193.7 1 0 30050.75
775 193.61 -3 50 30050.75
776 193.62 -3 100 30051.25
777 193.73 -1 150 30062.25
778 193.71 1 100 30059.25
779 193.81 3 50 30069.25
780 193.82 5 0 30069.75
781 193.97 5 0 30069.75
782 193.93 3 0 30069.75
783 193.97 3 0 30069.75
784 193.83 -1 50 30069.75
785 193.89 -1 100 30072.75
786 193.81 -3 150 30064.75
787 193.88 -3 150 30075.25
788 193.815 -1 150 30065.5
789 193.85 -1 150 30070.75
790 193.82 -1 150 30066.25
791 193.83 -1 150 30067.750000000004
792 193.82 -1 150 30066.25
793 193.91 -1 150 30079.75
794 194.13 1 100 30112.75
795 194.2 5 50 30119.75
796 194.08 3 0 30113.75
797 194.03 -1 50 30113.75
798 194.09 -1 100 30116.75
799 194.02 -1 150 30109.75
800 193.98 -5 150 30103.75
801 194.01 -3 150 30108.25
802 194.03 -1 150 30111.25
803 193.98 -1 150 30103.75
804 193.9 -1 150 30091.75
805 193.85 -3 150 30084.25
806 193.8 -5 150 30076.75
807 193.84 -3 150 30082.75
808 193.81 -3 150 30078.25
809 193.88 1 100 30088.75
810 193.8 3 50 30080.75
811 193.89 -3 100 30085.25
812 193.99 1 50 30095.25
813 194.07 5 0 30099.25
814 194.02 3 0 30099.25
815 194.06 3 0 30099.25
816 194.125 3 0 30099.25
817 194.02 3 0 30099.25
818 194.12 -3 50 30099.25
819 194.05 1 0 30095.75
820 194.06 -1 50 30095.75
821 194.14 -1 100 30099.75
822 194.155 3 50 30101.25
823 194.1 1 0 30098.5
824 194.12 1 0 30098.5
825 194.12 -1 50 30098.5
826 194.05 1 0 30095.0
827 194.01 -5 50 30095.0
828 194.03 -3 100 30096.0
829 194.09 -1 150 30102.0
830 194.14 3 100 30109.5
831 194.13 3 50 30108.5
832 194.18 5 0 30111.0
833 194.24 5 0 30111.0
834 194.33 5 0 30111.0
835 194.41 5 0 30111.0
836 194.4 3 0 30111.0
837 194.5 5 0 30111.0
838 194.44 3 0 30111.0
839 194.38 1 0 30111.0
840 194.6 -1 50 30111.0
841 194.61 5 0 30111.5
842 194.72 5 0 30111.5
843 194.7 3 0 30111.5
844 194.67 1 0 30111.5
845 194.54 -1 50 30111.5
846 194.55 -3 100 30112.0
847 194.61 -1 150 30118.000000000004
848 194.6 -1 150 30116.5
849 194.54 1 100 30107.5
850 194.36 -1 150 30089.500000000004
851 194.36 -3 150 30089.500000000004
852 194.44 -1 150 30101.5
853 194.45 1 100 30103.0
854 194.48 3 50 30106.0
855 194.43 3 0 30103.5
856 194.385 -1 50 30103.5
857 194.39 -3 100 30103.75
858 194.35 -5 150 30099.75
859 194.26 -5 150 30086.25
860 194.41 -3 150 30108.75
861 194.41 1 100 30108.75
862 194.42 5 50 30109.75
863 194.44 5 0 30110.75
864 194.46 5 0 30110.75
865 194.39 1 0 30110.75
866 194.27 -1 50 30110.75
867 194.44 -3 100 30119.25
868 194.36 -1 150 30111.250000000004
869 194.25 1 100 30094.75
870 194.32 -3 150 30101.75
871 194.255 -1 150 30092.0
872 194.26 -1 150 30092.75
873 194.35 -1 150 30106.25
874 194.26 3 100 30092.75
875 194.115 -1 150 30078.25
876 194.2 -3 150 30091.0
877 194.04 -3 150 30067.0
878 193.94 -5 150 30052.0
879 194.07 -3 150 30071.5
880 194.02 -1 150 30064.0
881 194.01 -1 150 30062.5
882 194.03 1 100 30065.5
883 194.13 1 50 30075.5
884 194.15 3 0 30076.5
885 194.05 1 0 30076.5
886 193.99 -1 50 30076.5
887 194.11 -1 100 30082.5
888 194.185 1 50 30090.0
889 194.13 3 0 30087.25
890 194.18 3 0 30087.25
891 194.22 3 0 30087.25
892 194.28 5 0 30087.25
893 194.21 3 0 30087.25
894 194.17 -1 50 30087.25
895 194.12 -3 100 30084.75
896 194.26 -1 150 30098.75
897 194.3 1 100 30104.75
898 194.39 3 50 30113.75
899 194.44 5 0 30116.25
900 194.4 3 0 30116.25
901 194.34 1 0 30116.25
902 194.19 -1 50 30116.25
903 194.1 -5 100 30111.75
904 194.12 -3 150 30113.75
905 194.24 -1 150 30131.75
906 194.37 1 100 30151.25
907 194.45 5 50 30159.25
908 194.48 5 0 30160.75
909 194.64 5 0 30160.75
910 194.53 3 0 30160.75
911 194.64 3 0 30160.75
912 194.72 3 0 30160.75
913 194.59 3 0 30160.75
914 194.69 -1 50 30160.75
915 194.75 1 0 30163.75
916 194.83 1 0 30163.75
917 194.74 3 0 30163.75
918 194.74 -1 50 30163.75
919 194.71 -3 100 30162.25
920 194.82 -1 150 30173.25
921 194.74 1 100 30161.25
922 194.55 1 50 30142.25
923 194.57 -3 100 30143.25
924 194.74 -1 150 30160.25
925 194.69 -1 150 30152.75
926 194.77 1 100 30164.75
927 194.83 5 50 30170.75
928 194.77 3 0 30167.75
929 194.85 1 0 30167.75
930 194.79 3 0 30167.75
931 194.79 3 0 30167.75
932 195.05 1 0 30167.75
933 195.14 3 0 30167.75
934 194.99 3 0 30167.75
935 195.02 1 0 30167.75
936 194.97 -1 50 30167.75
937 194.85 -3 100 30161.75
938 194.82 -5 150 30158.75
939 194.935 -1 150 30176.0
940 194.9 -1 150 30170.75
941 194.93 1 100 30175.25
942 194.95 3 50 30177.25
943 194.82 1 0 30170.75
944 194.91 -3 50 30170.75
945 194.9 -3 100 30170.25
946 194.93 1 50 30173.25
947 195.09 3 0 30181.25
948 195.08 3 0 30181.25
949 195.04 1 0 30181.25
950 194.92 -1 50 30181.25
951 194.83 -3 100 30176.75
952 194.8 -5 150 30173.75
953 194.84 -3 150 30179.75
954 194.835 -1 150 30179.0
955 194.89 1 100 30187.25
956 194.85 3 50 30183.25
957 194.81 1 0 30181.25
958 194.81 1 0 30181.25
959 194.81 -1 50 30181.25
