time stock-price avg-price-5-min avg-price-10-5-min avg-vol-10-min avg-vol-20-10-min number-of-stocks portfolio-value 
627 212.32 213.07999999999998 214.74300000000002 1266.3 1116.6 150 29612.5
628 212.08 212.61599999999999 214.47500000000005 1137.4 1035.2 175 29576.5
629 212.71 212.60999999999999 214.029 1122.8 941.8 200 29686.75
630 211.52 212.26600000000002 213.74899999999997 1180.8 919.3 225 29448.75
631 211.38 212.002 213.404 1007.4 1097.6 0 29417.25
632 211.51 211.84 213.07999999999998 902.4 1211.5 0 29417.25
633 210.96 211.61599999999999 212.61599999999999 1051.6 1212.2 0 29417.25
634 211.34 211.342 212.60999999999999 1100.7 1140.7 0 29417.25
635 211.66 211.37000000000003 212.26600000000002 1104.7 1238.8 0 29417.25
636 211.45 211.38400000000001 212.002 1253.2 1176.6 25 29417.25
637 211.88 211.458 211.84 1168.0 1266.3 0 29428.0
638 211.545 211.575 211.61599999999999 1437.9 1137.4 25 29428.0
639 212.95 211.897 211.342 1742.9 1122.8 0 29463.125
640 211.94 211.95300000000003 211.37000000000003 1804.1 1180.8 0 29463.125
641 212.29 212.121 211.38400000000001 1768.8 1007.4 0 29463.125
642 211.26 211.99699999999999 211.458 1767.9 902.4 0 29463.125
643 211.5 211.988 211.575 1648.4 1051.6 0 29463.125
644 211.41 211.68 211.897 1551.0 1100.7 25 29463.125
645 212.36 211.76399999999998 211.95300000000003 1635.2 1104.7 50 29486.875
646 212.66 211.83800000000002 212.121 1737.4 1253.2 75 29501.875
647 213.13 212.212 211.99699999999999 1773.8 1168.0 0 29537.125
648 213.4 212.592 211.988 1606.3 1437.9 0 29537.125
649 212.78 212.86599999999999 211.68 1233.0 1742.9 0 29537.125
650 213.4 213.07399999999998 211.76399999999998 1246.4 1804.1 0 29537.125
651 213.63 213.26799999999997 211.83800000000002 1344.1 1768.8 0 29537.125
652 213.555 213.353 212.212 1397.8 1767.9 0 29537.125
653 213.67 213.407 212.592 1420.1 1648.4 0 29537.125
654 213.375 213.526 212.86599999999999 1547.7 1551.0 0 29537.125
655 213.08 213.462 213.07399999999998 1467.2 1635.2 0 29537.125
656 213.29 213.394 213.26799999999997 1259.6 1737.4 0 29537.125
657 212.33 213.14899999999997 213.353 1256.7 1773.8 0 29537.125
658 212.44 212.90300000000002 213.407 1267.8 1606.3 0 29537.125
659 212.4 212.70800000000003 213.526 1316.1 1233.0 25 29537.125
660 212.75 212.642 213.462 1204.6 1246.4 0 29545.875
661 213.11 212.606 213.394 1132.6 1344.1 0 29545.875
662 213.32 212.804 213.14899999999997 1123.5 1397.8 0 29545.875
663 213.66 213.048 212.90300000000002 1100.6 1420.1 0 29545.875
664 213.785 213.325 212.70800000000003 1092.7 1547.7 0 29545.875
665 213.69 213.513 212.642 1045.0 1467.2 0 29545.875
666 213.35 213.56099999999998 212.606 976.9 1259.6 0 29545.875
667 213.28 213.55300000000003 212.804 883.9 1256.7 0 29545.875
668 213.03 213.427 213.048 770.3 1267.8 0 29545.875
669 213.12 213.29399999999995 213.325 757.6 1316.1 0 29545.875
670 213.69 213.294 213.513 809.0 1204.6 0 29545.875
671 213.5 213.324 213.56099999999998 761.7 1132.6 0 29545.875
672 213.48 213.36399999999998 213.55300000000003 697.5 1123.5 0 29545.875
673 213.48 213.36399999999998 213.55300000000003 697.5 1123.5 0 29545.875
674 213 213.358 213.427 598.1 1100.6 0 29545.875
675 212.86 213.30599999999998 213.29399999999995 476.5 1092.7 0 29545.875
676 212.84 213.13600000000002 213.294 406.0 1045.0 0 29545.875
677 212.84 213.13600000000002 213.294 406.0 1045.0 0 29545.875
678 213.005 213.03699999999998 213.324 356.1 976.9 0 29545.875
679 213.005 213.03699999999998 213.324 356.1 976.9 0 29545.875
680 212.25 212.791 213.36399999999998 414.6 883.9 0 29545.875
681 212.15 212.621 213.358 503.9 770.3 0 29545.875
682 212.15 212.47899999999998 213.30599999999998 541.6 757.6 0 29545.875
683 212.03 212.317 213.13600000000002 426.1 809.0 0 29545.875
684 212.11 212.138 213.03699999999998 457.9 761.7 0 29545.875
685 212.11 212.138 213.03699999999998 457.9 761.7 0 29545.875
686 212.11 212.138 213.03699999999998 457.9 761.7 0 29545.875
687 212.19 212.12600000000003 212.791 445.4 697.5 0 29545.875
688 211.43 211.98200000000003 212.621 458.4 598.1 0 29545.875
689 211.81 211.914 212.47899999999998 438.4 476.5 0 29545.875
690 211.55 211.81799999999998 212.317 466.5 406.0 25 29545.875
691 211.33 211.66199999999998 212.138 517.9 356.1 50 29540.375
692 211.39 211.502 212.12600000000003 466.9 414.6 75 29543.375
693 211.41 211.498 211.98200000000003 453.2 503.9 0 29544.875
694 211.31 211.398 211.914 401.0 541.6 0 29544.875
695 211.32 211.352 211.81799999999998 471.5 426.1 25 29544.875
696 211 211.28599999999997 211.66199999999998 439.5 457.9 0 29536.875
697 210.41 211.09 211.502 473.4 445.4 25 29536.875
698 210.79 210.96599999999998 211.498 461.4 458.4 50 29546.375
699 211.13 210.93 211.398 546.9 438.4 75 29563.375
700 211.38 210.942 211.352 561.0 466.5 100 29582.125
701 211.46 211.03399999999996 211.28599999999997 562.4 517.9 125 29590.125
702 211.4 211.23200000000003 211.09 602.4 466.9 0 29582.625
703 211.81 211.436 210.96599999999998 677.0 453.2 0 29582.625
704 211.51 211.512 210.93 825.2 401.0 0 29582.625
705 211.48 211.532 210.942 774.7 471.5 0 29582.625
706 211.48 211.532 210.942 774.7 471.5 0 29582.625
707 211.48 211.532 210.942 774.7 471.5 0 29582.625
708 212.34 211.708 211.03399999999996 926.8 439.5 0 29582.625
709 211.88 211.804 211.23200000000003 905.4 473.4 0 29582.625
710 211.94 211.83 211.436 900.5 461.4 0 29582.625
711 211.76 211.88000000000002 211.512 825.0 546.9 0 29582.625
712 211.78 211.94 211.532 777.0 561.0 0 29582.625
713 211.58 211.78799999999995 211.708 750.6 562.4 0 29582.625
714 211.64 211.74 211.804 842.2 602.4 25 29582.625
715 212 211.752 211.83 744.0 677.0 50 29591.625
716 211.79 211.75799999999998 211.88000000000002 603.1 825.2 0 29581.125
717 211.8 211.762 211.94 608.1 774.7 0 29581.125
718 211.97 211.84 211.78799999999995 495.5 926.8 0 29581.125
719 211.79 211.86999999999998 211.74 465.5 905.4 0 29581.125
720 211.69 211.808 211.752 789.4 900.5 0 29581.125
721 211.555 211.76100000000002 211.75799999999998 859.4 825.0 0 29581.125
722 211.31 211.663 211.762 877.8 777.0 25 29581.125
723 211.46 211.561 211.84 891.2 750.6 50 29584.875
724 211.37 211.47700000000003 211.86999999999998 749.6 842.2 0 29580.375
725 211.37 211.47700000000003 211.86999999999998 749.6 842.2 0 29580.375
726 211.49 211.43699999999998 211.808 677.7 744.0 0 29580.375
727 211.59 211.44400000000002 211.76100000000002 648.3 603.1 25 29580.375
728 211.99 211.58 211.663 633.3 608.1 50 29590.375
729 212.19 211.72600000000003 211.561 654.3 495.5 0 29600.375
730 212.01 211.85399999999998 211.47700000000003 764.3 465.5 0 29600.375
731 212.1 211.97599999999997 211.43699999999998 498.8 789.4 0 29600.375
732 212.66 212.19 211.44400000000002 494.3 859.4 0 29600.375
733 212.68 212.32799999999997 211.58 552.7 877.8 0 29600.375
734 212.46 212.382 211.72600000000003 626.5 891.2 0 29600.375
735 212.49 212.478 211.85399999999998 636.5 749.6 0 29600.375
736 212.89 212.63600000000002 211.97599999999997 697.6 677.7 0 29600.375
737 212.87 212.67799999999997 212.19 753.9 648.3 0 29600.375
738 213.18 212.77800000000002 212.32799999999997 771.3 633.3 0 29600.375
739 213.28 212.942 212.382 837.4 654.3 0 29600.375
740 213.23 213.09 212.478 718.4 764.3 0 29600.375
741 213.21 213.154 212.63600000000002 650.9 498.8 0 29600.375
742 213.5 213.28000000000003 212.67799999999997 565.4 494.3 0 29600.375
743 213.47 213.33800000000002 212.77800000000002 511.4 552.7 0 29600.375
744 213.74 213.43 212.942 592.9 626.5 0 29600.375
745 213.63 213.51000000000005 213.09 596.8 636.5 0 29600.375
746 213.75 213.61800000000002 213.154 526.0 697.6 0 29600.375
747 213.83 213.68400000000003 213.28000000000003 606.3 753.9 0 29600.375
748 213.5 213.69 213.33800000000002 644.0 771.3 0 29600.375
749 213.68 213.67800000000003 213.43 556.9 837.4 0 29600.375
750 213.28 213.608 213.51000000000005 595.9 718.4 0 29600.375
751 213.11 213.48000000000002 213.61800000000002 598.9 650.9 0 29600.375
752 212.97 213.308 213.68400000000003 704.8 565.4 25 29600.375
753 212.93 213.19400000000002 213.69 731.0 511.4 50 29599.375
754 213.24 213.106 213.67800000000003 563.6 592.9 0 29614.875
755 213.04 213.058 213.608 559.7 596.8 0 29614.875
756 212.9 213.016 213.48000000000002 569.4 526.0 25 29614.875
757 212.79 212.98000000000002 213.308 412.9 606.3 0 29612.125
758 212.94 212.98199999999997 213.19400000000002 339.3 644.0 0 29612.125
759 213.05 212.94400000000002 213.106 319.3 556.9 0 29612.125
760 213.17 212.97000000000003 213.058 309.3 595.9 0 29612.125
761 213.33 213.05599999999998 213.016 299.3 598.9 0 29612.125
762 213.3 213.158 212.98000000000002 193.1 704.8 0 29612.125
763 213.41 213.25200000000004 212.98199999999997 185.9 731.0 0 29612.125
764 213.41 213.25200000000004 212.98199999999997 185.9 731.0 0 29612.125
765 213.66 213.37399999999997 212.94400000000002 188.0 563.6 0 29612.125
766 213.74 213.488 212.97000000000003 180.2 559.7 0 29612.125
767 214.05 213.632 213.05599999999998 205.2 569.4 0 29612.125
768 214.1 213.79199999999997 213.158 284.4 412.9 0 29612.125
769 214.405 213.99100000000004 213.25200000000004 394.9 339.3 0 29612.125
770 214.8 214.219 213.37399999999997 470.9 319.3 0 29612.125
771 214.64 214.39899999999997 213.488 490.9 309.3 0 29612.125
772 214.66 214.52100000000002 213.632 551.0 299.3 0 29612.125
773 214.9 214.68099999999998 213.79199999999997 551.3 193.1 0 29612.125
774 214.61 214.72200000000004 213.99100000000004 645.3 185.9 0 29612.125
775 214.54 214.67 214.219 615.3 188.0 0 29612.125
776 214.55 214.652 214.39899999999997 653.6 180.2 0 29612.125
777 214.55 214.652 214.39899999999997 653.6 180.2 0 29612.125
778 214.43 214.606 214.52100000000002 640.0 205.2 0 29612.125
779 214.11 214.44800000000004 214.68099999999998 585.0 284.4 25 29612.125
780 214.23 214.37199999999999 214.72200000000004 523.0 394.9 50 29615.125
781 214 214.26400000000004 214.67 477.0 470.9 75 29603.625
782 213.86 214.12600000000003 214.652 510.5 490.9 100 29593.125
783 213.73 213.98600000000002 214.606 480.4 551.0 0 29580.125
784 213.81 213.92600000000002 214.44800000000004 470.7 551.3 0 29580.125
785 213.81 213.92600000000002 214.44800000000004 470.7 551.3 0 29580.125
786 214 213.88000000000002 214.37199999999999 340.7 645.3 0 29580.125
787 214.39 213.958 214.26400000000004 351.7 615.3 0 29580.125
788 214.42 214.07 214.12600000000003 302.7 653.6 0 29580.125
789 214.13 214.15 213.98600000000002 294.6 640.0 0 29580.125
790 213.85 214.158 213.92600000000002 290.1 585.0 0 29580.125
791 213 213.958 213.88000000000002 281.1 523.0 0 29580.125
792 213.05 213.69 213.958 261.1 477.0 0 29580.125
793 213.21 213.448 214.07 187.6 510.5 0 29580.125
794 213.21 213.448 214.07 187.6 510.5 0 29580.125
795 212.89 213.2 214.15 179.9 480.4 0 29580.125
796 212.86 213.002 214.158 210.0 470.7 0 29580.125
797 212.95 212.99200000000002 213.958 220.7 340.7 0 29580.125
798 213.03 212.988 213.69 209.7 351.7 0 29580.125
799 212.92 212.93 213.448 228.2 302.7 0 29580.125
800 213.04 212.95999999999998 213.2 314.2 294.6 25 29580.125
801 213.04 212.95999999999998 213.2 314.2 294.6 50 29580.125
802 212.89 212.96599999999998 213.002 419.2 290.1 75 29572.625
803 213.03 212.98200000000003 212.99200000000002 398.7 281.1 100 29583.125
804 213.03 212.98200000000003 212.99200000000002 398.7 281.1 125 29583.125
805 213.09 212.99399999999997 212.988 428.7 261.1 0 29590.625
806 213.26 213.06199999999998 212.93 448.8 187.6 0 29590.625
807 213.26 213.06199999999998 212.93 448.8 187.6 0 29590.625
808 213.2 213.094 212.95999999999998 426.5 179.9 0 29590.625
809 213.35 213.18599999999998 212.96599999999998 435.4 210.0 0 29590.625
810 213.29 213.238 212.98200000000003 424.7 220.7 0 29590.625
811 212.95 213.20999999999998 212.99399999999997 444.7 209.7 0 29590.625
812 212.95 213.20999999999998 212.99399999999997 444.7 209.7 0 29590.625
813 213 213.158 213.06199999999998 425.1 228.2 0 29590.625
814 212.89 213.096 213.094 345.8 314.2 0 29590.625
815 212.55 212.936 213.18599999999998 288.4 419.2 0 29590.625
816 212.56 212.78999999999996 213.238 307.9 398.7 0 29590.625
817 212.43 212.686 213.20999999999998 277.9 428.7 0 29590.625
818 212.25 212.536 213.158 285.3 448.8 0 29590.625
819 212.5 212.458 213.096 301.1 426.5 0 29590.625
820 212.22 212.392 212.936 301.8 435.4 0 29590.625
821 212.12 212.304 212.78999999999996 311.8 424.7 0 29590.625
822 212.06 212.23000000000002 212.686 285.0 444.7 0 29590.625
823 211.91 212.16200000000003 212.536 320.1 425.1 0 29590.625
824 211.855 212.033 212.458 311.0 345.8 0 29590.625
825 212.13 212.01500000000001 212.392 260.4 288.4 0 29590.625
826 212.3 212.05100000000002 212.304 250.4 307.9 0 29590.625
827 212.045 212.048 212.23000000000002 262.3 277.9 0 29590.625
828 211.78 212.02200000000002 212.16200000000003 255.0 285.3 0 29590.625
829 211.53 211.95700000000002 212.033 239.7 301.1 0 29590.625
830 211.44 211.81900000000002 212.01500000000001 274.0 301.8 0 29590.625
831 211.63 211.68500000000003 212.05100000000002 264.0 311.8 0 29590.625
832 211.78 211.632 212.048 282.8 285.0 0 29590.625
833 211.65 211.606 212.02200000000002 269.4 320.1 0 29590.625
834 211.815 211.663 211.95700000000002 260.5 311.0 0 29590.625
835 211.815 211.663 211.95700000000002 260.5 311.0 0 29590.625
836 211.835 211.74200000000002 211.81900000000002 263.0 260.4 25 29590.625
837 212.23 211.862 211.68500000000003 253.1 250.4 0 29600.5
838 212.15 211.936 211.632 222.0 262.3 0 29600.5
839 212.36 212.07799999999997 211.606 285.1 255.0 0 29600.5
840 212.17 212.14900000000003 211.663 299.6 239.7 0 29600.5
841 212.28 212.238 211.74200000000002 225.5 274.0 0 29600.5
842 212.28 212.238 211.74200000000002 225.5 274.0 0 29600.5
843 211.94 212.17999999999998 211.862 248.5 264.0 0 29600.5
844 211.71 212.092 211.936 256.5 282.8 0 29600.5
845 211.42 211.93400000000003 212.14900000000003 254.4 269.4 0 29600.5
846 211.42 211.904 212.07799999999997 254.4 269.4 0 29600.5
847 211.54 211.77800000000002 212.14900000000003 262.4 260.5 25 29600.5
848 211.28 211.57799999999997 212.238 262.7 263.0 0 29594.0
849 210.83 211.356 212.17999999999998 295.7 253.1 25 29594.0
850 210.83 211.18 212.092 323.0 222.0 50 29594.0
851 210.96 211.08800000000002 211.904 274.7 285.1 0 29600.5
852 210.87 210.954 211.77800000000002 259.7 299.6 0 29600.5
853 210.87 210.954 211.77800000000002 259.7 299.6 0 29600.5
854 210.93 210.88400000000001 211.57799999999997 283.5 225.5 25 29600.5
855 210.92 210.90200000000004 211.356 280.8 248.5 50 29600.25
856 211.12 210.95999999999998 211.18 271.9 256.5 75 29610.25
857 210.85 210.93800000000002 211.08800000000002 263.0 254.4 100 29590.0
858 210.995 210.96300000000002 210.954 265.3 262.4 0 29604.5
859 210.99 210.975 210.88400000000001 255.0 262.7 0 29604.5
860 210.73 210.93699999999998 210.90200000000004 279.3 314.9 0 29604.5
861 209.86 210.68500000000003 210.95999999999998 478.3 259.7 25 29604.5
862 209.98 210.51100000000002 210.93800000000002 479.9 279.7 50 29607.5
863 209.31 210.17400000000004 210.96300000000002 699.9 289.5 75 29574.0
864 209.16 209.80800000000005 210.975 856.4 283.5 100 29562.75
865 209.32 209.526 210.93699999999998 948.7 280.8 125 29578.75
866 209.89 209.53199999999998 210.68500000000003 1047.7 271.9 150 29649.999999999996
867 209.84 209.504 210.51100000000002 1069.1 263.0 175 29642.5
868 209.87 209.61599999999999 210.17400000000004 1136.8 265.3 200 29647.75
869 209.87 209.61599999999999 210.17400000000004 1136.8 265.3 225 29647.75
870 209.83 209.75 209.80800000000005 1181.2 255.0 250 29638.75
871 209.75 209.836 209.526 1136.6 279.3 0 29618.75
872 209.75 209.836 209.526 1136.6 279.3 0 29618.75
873 209.47 209.752 209.53199999999998 1012.7 478.3 0 29618.75
874 209.37 209.658 209.504 1007.2 479.9 0 29618.75
875 209.34 209.552 209.61599999999999 824.3 699.9 25 29618.75
876 209.47 209.48000000000002 209.75 673.8 856.4 0 29622.0
877 209.57 209.526 209.75 687.5 856.4 0 29622.0
878 209.72 209.494 209.752 501.9 1047.7 0 29622.0
879 209.9 209.6 209.658 592.0 1069.1 0 29622.0
880 209.9 209.6 209.658 592.0 1069.1 0 29622.0
881 209.89 209.70999999999998 209.552 585.0 1136.8 0 29622.0
882 209.95 209.80599999999998 209.48000000000002 560.6 1181.2 0 29622.0
883 209.95 209.882 209.44400000000002 533.5 1181.2 0 29622.0
884 209.66 209.87000000000003 209.494 464.8 1012.7 0 29622.0
885 210.55 210.0 209.6 639.7 1007.2 0 29622.0
886 210.23 210.06799999999998 209.70999999999998 634.3 1007.2 0 29622.0
887 210.46 210.17000000000002 209.80599999999998 624.3 673.8 0 29622.0
888 210.38 210.25600000000003 209.882 574.0 612.0 0 29622.0
889 210.245 210.373 209.87000000000003 565.0 501.9 0 29622.0
890 210.39 210.34099999999998 210.0 444.9 592.0 0 29622.0
891 210.71 210.43699999999998 210.06799999999998 511.9 585.0 0 29622.0
892 210.99 210.54300000000003 210.17000000000002 607.3 560.6 0 29622.0
893 211.09 210.685 210.25600000000003 663.0 547.8 0 29622.0
894 210.87 210.81000000000003 210.373 802.8 464.8 0 29622.0
895 210.87 210.81000000000003 210.373 802.8 464.8 0 29622.0
896 211.11 210.954 210.359 892.8 530.9 0 29622.0
897 211.28 211.06800000000004 210.43699999999998 711.8 633.7 0 29622.0
898 211.17 211.10399999999998 210.54300000000003 690.5 634.3 0 29622.0
899 210.89 211.064 210.685 710.0 614.8 0 29622.0
900 210.71 211.03199999999998 210.81000000000003 728.5 555.0 0 29622.0
901 210.71 211.03199999999998 210.81000000000003 728.5 555.0 0 29622.0
902 210.71 211.03199999999998 210.81000000000003 728.5 555.0 0 29622.0
903 210.57 210.92399999999998 210.954 736.0 547.5 25 29622.0
904 210.2 210.708 211.06800000000004 716.0 444.9 50 29612.75
905 210.26 210.526 211.10399999999998 490.6 617.3 0 29615.75
906 210.2 210.388 211.064 435.9 663.0 0 29615.75
907 210.18 210.282 211.03199999999998 267.9 813.0 0 29615.75
908 210.16 210.2 210.92399999999998 180.9 892.8 0 29615.75
909 210.3 210.21999999999997 210.708 230.1 711.8 0 29615.75
910 210.97 210.362 210.526 390.7 690.5 0 29615.75
911 210.95 210.51200000000003 210.388 540.7 710.0 0 29615.75
912 210.89 210.654 210.282 551.2 728.5 0 29615.75
913 210.8 210.782 210.2 583.7 736.0 0 29615.75
914 210.71 210.86399999999998 210.21999999999997 593.7 606.0 0 29615.75
915 210.31 210.73200000000003 210.362 628.1 490.6 0 29615.75
916 210.66 210.67400000000004 210.51200000000003 627.3 435.9 0 29615.75
917 210.66 210.67400000000004 210.51200000000003 627.3 435.9 0 29615.75
918 210.61 210.618 210.654 645.3 267.9 25 29615.75
919 210.53 210.564 210.782 626.2 260.9 50 29613.75
920 210.53 210.564 210.782 626.2 180.9 75 29613.75
921 210.39 210.5 210.86399999999998 582.0 230.1 100 29603.25
922 210.39 210.5 210.86399999999998 582.0 230.1 125 29603.25
923 210.39 210.5 210.86399999999998 582.0 235.1 150 29603.249999999996
924 210.2 210.47799999999998 210.73200000000003 441.0 390.7 175 29574.75
925 210.21 210.388 210.67400000000004 271.0 540.7 0 29576.5
926 209.92 210.25 210.618 359.8 551.2 0 29576.5
927 209.58 210.06 210.564 339.5 583.7 0 29576.5
928 209.61 209.904 210.5 353.1 593.7 0 29576.5
929 209.675 209.79900000000004 210.47799999999998 318.7 628.1 0 29576.5
930 209.49 209.65500000000003 210.388 328.5 627.3 0 29576.5
931 209.56 209.583 210.25 338.5 645.3 0 29576.5
932 209.89 209.64499999999998 210.06 358.5 626.2 0 29576.5
933 210.03 209.72899999999998 209.904 333.0 582.0 0 29576.5
934 209.835 209.76100000000002 209.79900000000004 367.0 441.0 0 29576.5
935 209.93 209.84900000000002 209.65500000000003 377.0 271.0 0 29576.5
936 210.09 209.95499999999998 209.583 298.2 359.8 0 29576.5
937 209.96 209.969 209.64499999999998 336.0 339.5 0 29576.5
938 209.77 209.917 209.72899999999998 325.1 353.1 0 29576.5
939 209.92 209.93400000000003 209.76100000000002 355.1 318.7 0 29576.5
940 209.93 209.93400000000003 209.84900000000002 375.1 328.5 0 29576.5
941 209.93 209.93400000000003 209.84900000000002 375.1 328.5 0 29576.5
942 209.75 209.86599999999999 209.95499999999998 355.4 338.5 25 29576.5
943 209.25 209.724 209.969 366.0 358.5 50 29564.0
944 209.25 209.724 209.969 366.0 358.5 75 29564.0
945 209.84 209.738 209.917 566.5 333.0 100 29608.25
946 209.68 209.69 209.93400000000003 568.7 367.0 125 29592.25
947 209.87 209.67799999999997 209.93400000000003 568.7 377.0 150 29616.0
948 209.995 209.727 209.86599999999999 678.1 298.2 175 29634.75
949 209.93 209.863 209.724 658.1 336.0 0 29623.375
950 209.85 209.865 209.738 710.4 325.1 0 29623.375
951 209.54 209.83700000000005 209.69 726.2 355.1 0 29623.375
952 209.54 209.83700000000005 209.69 726.2 355.1 0 29623.375
953 209.54 209.77100000000002 209.67799999999997 839.2 375.1 0 29623.375
954 209.64 209.7 209.727 1113.8 355.4 25 29623.375
955 209.76 209.666 209.863 1524.2 366.0 50 29626.375
956 209.38 209.57200000000003 209.865 1517.9 566.5 75 29607.375
957 209.38 209.57200000000003 209.865 1517.9 566.5 100 29607.375
958 209.15 209.494 209.83700000000005 1829.8 568.7 125 29584.375
959 209.3 209.446 209.77100000000002 2421.3 568.7 150 29603.125
