time stock-price decision number-of-stocks portfolio-value
673 199.74 -3 100 30097.0
674 199.65 -5 150 30088.0
675 199.62 -5 150 30083.5
676 199.63 -3 150 30085.0
677 199.5 -5 150 30065.5
678 199.4 -5 150 30050.5
679 199.475 -3 150 30061.75
680 199.6 -1 150 30080.5
681 199.62 3 100 30083.5
682 199.63 5 50 30084.5
683 199.28 1 0 30067.0
684 199.07 -3 50 30067.0
685 199.36 -3 100 30081.5
686 199.35 -1 150 30080.5
687 199.28 -1 150 30070.0
688 199.02 -1 150 30031.0
689 199.03 -1 150 30032.5
690 198.96 -5 150 30022.0
691 199.26 -1 150 30067.0
692 199.2 1 100 30058.0
693 198.99 1 50 30037.0
694 198.77 -1 100 30026.0
695 198.91 -3 150 30040.0
696 198.9 -3 150 30038.5
697 199.06 1 100 30062.5
698 199.01 3 50 30057.5
699 199.05 3 0 30059.5
700 199.13 3 0 30059.5
701 199.03 3 0 30059.5
702 199.07 1 0 30059.5
703 199.07 -1 50 30059.5
704 199.1 1 0 30061.0
705 199.13 3 0 30061.0
706 199.2 5 0 30061.0
707 199.17 3 0 30061.0
708 199 1 0 30061.0
709 198.91 -3 50 30061.0
710 198.89 -5 100 30060.0
711 198.77 -5 150 30048.0
712 198.72 -5 150 30040.5
713 198.77 -3 150 30048.0
714 198.79 -1 150 30051.0
715 198.78 1 100 30049.5
716 198.49 1 50 30020.5
717 198.48 -5 100 30020.0
718 198.55 -1 150 30027.0
719 198.52 -1 150 30022.5
720 198.67 1 100 30045.0
721 198.73 5 50 30051.0
722 198.865 5 0 30057.75
723 198.82 3 0 30057.75
724 198.765 1 0 30057.75
725 198.89 1 0 30057.75
726 198.92 3 0 30057.75
727 198.87 3 0 30057.75
728 198.97 1 0 30057.75
729 198.9 3 0 30057.75
730 198.98 -1 50 30057.75
731 198.92 3 0 30054.75
732 198.82 1 0 30054.75
733 198.755 -5 50 30054.75
734 198.77 -3 100 30055.5
735 198.6 -5 150 30038.5
736 198.58 -5 150 30035.500000000004
737 198.51 -5 150 30025.0
738 198.45 -5 150 30016.0
739 198.61 -1 150 30040.000000000004
740 198.61 -1 150 30040.000000000004
741 198.52 1 100 30026.5
742 198.57 1 50 30031.5
743 198.49 -1 100 30027.5
744 198.49 -5 150 30027.5
745 198.66 -1 150 30053.0
746 198.73 3 100 30063.5
747 198.66 3 50 30056.5
748 198.69 1 0 30058.0
749 198.84 1 0 30058.0
750 198.725 3 0 30058.0
751 198.66 1 0 30058.0
752 198.71 -1 50 30058.0
753 198.61 -3 100 30053.0
754 198.67 -3 150 30058.999999999996
755 198.63 -3 150 30053.0
756 198.73 1 100 30068.0
757 198.73 1 50 30068.0
758 198.82 5 0 30072.5
759 198.82 3 0 30072.5
760 198.9 5 0 30072.5
761 198.875 3 0 30072.5
762 198.89 3 0 30072.5
763 198.81 -1 50 30072.5
764 198.81 -1 100 30072.5
765 198.65 -3 150 30056.5
766 198.63 -5 150 30053.5
767 198.81 -1 150 30080.5
768 198.86 1 100 30088.0
769 198.96 3 50 30098.0
770 199 5 0 30100.0
771 198.95 3 0 30100.0
772 198.86 -1 50 30100.0
773 198.855 -3 100 30099.75
774 198.89 -1 150 30103.249999999996
775 198.95 1 100 30112.25
776 198.92 1 50 30109.25
777 198.82 1 0 30104.25
778 198.805 -3 50 30104.25
779 198.76 -5 100 30102.0
780 198.57 -5 150 30083.0
781 198.6 -3 150 30087.5
782 198.63 -1 150 30092.0
783 198.63 1 100 30092.0
784 198.43 1 50 30072.0
785 198.39 -3 100 30070.0
786 198.4 -3 150 30071.0
787 198.36 -5 150 30065.000000000004
788 198.42 -3 150 30073.999999999996
789 198.44 1 100 30077.0
790 198.49 3 50 30082.0
791 198.46 3 0 30080.5
792 198.48 3 0 30080.5
793 198.57 -1 50 30080.5
794 198.48 3 0 30076.0
795 198.45 -1 50 30076.0
796 198.48 -3 100 30077.5
797 198.37 -3 150 30066.5
798 198.355 -5 150 30064.25
799 198.44 -1 150 30077.0
800 198.45 1 100 30078.5
801 198.28 1 50 30061.5
802 198.29 -1 100 30062.0
803 198.3 -1 150 30063.0
804 198.26 -3 150 30057.0
805 198.27 -3 150 30058.5
806 198.245 -3 150 30054.75
807 198.28 -3 150 30060.0
808 198.215 3 100 30050.25
809 198.27 -3 150 30055.75
810 198.43 -1 150 30079.75
811 198.32 3 100 30063.25
812 198.48 3 50 30079.25
813 198.42 3 0 30076.25
814 198.355 1 0 30076.25
815 198.39 -1 50 30076.25
816 198.37 -1 100 30075.25
817 198.37 -3 150 30075.25
818 198.26 -1 150 30058.75
819 198.28 -3 150 30061.75
820 198.22 -5 150 30052.75
821 198.28 -3 150 30061.75
822 198.11 -1 150 30036.250000000004
823 198.23 -3 150 30054.25
824 198.26 -1 150 30058.75
825 198.3 1 100 30064.75
826 198.29 3 50 30063.75
827 198.1 1 0 30054.25
828 198.09 -3 50 30054.25
829 198.32 -1 100 30065.75
830 198.33 1 50 30066.75
831 198.48 3 0 30074.25
832 198.44 3 0 30074.25
833 198.465 3 0 30074.25
834 198.56 3 0 30074.25
835 198.5 3 0 30074.25
836 198.53 3 0 30074.25
837 198.61 3 0 30074.25
838 198.55 3 0 30074.25
839 198.56 3 0 30074.25
840 198.74 -1 50 30074.25
841 198.81 5 0 30077.75
842 198.9 5 0 30077.75
843 198.84 3 0 30077.75
844 198.74 1 0 30077.75
845 198.65 -3 50 30077.75
846 198.73 -3 100 30081.75
847 198.685 -3 150 30077.25
848 198.74 -1 150 30085.5
849 198.82 3 100 30097.5
850 198.87 5 50 30102.5
851 198.92 5 0 30105.0
852 198.92 5 0 30105.0
853 198.92 5 0 30105.0
854 198.93 5 0 30105.0
855 198.93 5 0 30105.0
856 198.93 5 0 30105.0
857 198.93 5 0 30105.0
858 198.93 5 0 30105.0
859 198.93 5 0 30105.0
860 198.93 5 0 30105.0
861 198.93 5 0 30105.0
862 198.93 5 0 30105.0
863 198.93 5 0 30105.0
864 198.93 5 0 30105.0
865 198.93 5 0 30105.0
866 198.93 5 0 30105.0
867 198.93 5 0 30105.0
868 198.93 5 0 30105.0
869 198.93 5 0 30105.0
870 198.93 5 0 30105.0
871 198.93 5 0 30105.0
872 198.83 1 0 30105.0
873 198.79 -3 50 30105.0
874 198.88 -1 100 30109.5
875 198.825 -1 150 30104.0
876 198.8 -1 150 30100.25
877 198.86 -1 150 30109.250000000004
878 198.93 1 100 30119.75
879 198.91 3 50 30117.75
880 198.91 3 0 30117.75
881 198.87 1 0 30117.75
882 198.87 1 0 30117.75
883 198.9 1 0 30117.75
884 198.87 -1 50 30117.75
885 198.84 -5 100 30116.25
886 198.84 -5 150 30116.25
887 198.93 -1 150 30129.75
888 198.98 1 100 30137.25
889 198.97 3 50 30136.25
890 198.97 3 0 30136.25
891 198.85 1 0 30136.25
892 198.805 -3 50 30136.25
893 198.81 -3 100 30136.5
894 198.76 -5 150 30131.5
895 198.75 -5 150 30130.0
896 198.85 -1 150 30145.0
897 198.84 1 100 30143.5
898 198.9 3 50 30149.5
899 198.9 3 0 30149.5
900 198.83 3 0 30149.5
901 198.89 -1 50 30149.5
902 198.95 -1 100 30152.5
903 198.97 5 50 30154.5
904 198.91 1 0 30151.5
905 198.87 -1 50 30151.5
906 198.88 -3 100 30152.0
907 198.885 -1 150 30152.5
908 198.75 1 100 30132.25
909 198.76 -3 150 30133.25
910 198.84 -1 150 30145.25
911 198.79 -1 150 30137.75
912 198.83 1 100 30143.75
913 198.79 1 50 30139.75
914 198.74 -3 100 30137.25
915 198.55 -1 150 30118.25
916 198.53 -5 150 30115.25
917 198.68 -1 150 30137.75
918 198.68 -1 150 30137.75
919 198.71 3 100 30142.25
920 198.7 3 50 30141.25
921 198.54 1 0 30133.25
922 198.655 -3 50 30133.25
923 198.59 -3 100 30130.0
924 198.63 -1 150 30134.0
925 198.66 1 100 30138.5
926 198.63 3 50 30135.5
927 198.62 -1 100 30135.0
928 198.67 -1 150 30139.999999999996
929 198.65 3 100 30137.0
930 198.65 3 50 30137.0
931 198.44 1 0 30126.5
932 198.36 -3 50 30126.5
933 198.45 -3 100 30131.0
934 198.47 1 50 30133.0
935 198.49 3 0 30134.0
936 198.67 3 0 30134.0
937 198.59 3 0 30134.0
938 198.35 1 0 30134.0
939 198.41 -1 50 30134.0
940 198.42 -1 100 30134.5
941 198.5 1 50 30142.5
942 198.44 1 0 30139.5
943 198.35 1 0 30139.5
944 198.42 -3 50 30139.5
945 198.42 -3 100 30139.5
946 198.49 -1 150 30146.5
947 198.51 3 100 30149.5
948 198.4 1 50 30138.5
949 198.4 1 0 30138.5
950 198.305 -1 50 30138.5
951 198.16 -3 100 30131.25
952 198.16 -3 150 30131.25
953 198.34 -3 150 30158.25
954 198.17 -1 150 30132.749999999996
955 198.18 -1 150 30134.25
956 198.18 -1 150 30134.25
957 198.22 -1 150 30140.25
958 198.45 1 100 30174.75
959 198.5 3 50 30179.75
