time stock-price decision_max decision number-of-stocks portfolio-value
759 195.77 0 -1 114 30147.705
760 195.86 0 3 76 30157.964999999997
761 195.61 0 1 38 30138.964999999997
762 195.74 0 -3 76 30143.905
763 195.75 0 -1 114 30144.664999999994
764 195.79 0 1 76 30149.22499999999
765 195.67 0 1 38 30140.104999999992
766 195.44 0 -1 76 30131.36499999999
767 195.34 0 0 0 30123.764999999992
768 195.2 0 0 0 30123.764999999992
769 195.11 0 0 0 30123.764999999992
770 195.2 0 -3 38 30123.764999999992
771 195.42 0 -1 76 30132.124999999993
772 195.55 0 3 38 30142.004999999997
773 195.85 0 5 0 30153.404999999995
774 195.77 0 3 0 30153.404999999995
775 195.65 0 1 0 30153.404999999995
776 195.63 0 0 0 30153.404999999995
777 195.72 0 -1 38 30153.404999999995
778 195.63 0 -1 76 30149.984999999993
779 195.6 0 -1 114 30147.704999999994
780 195.44 0 0 0 30129.464999999997
781 195.69 0 -3 38 30129.464999999997
782 195.93 0 1 0 30138.584999999995
783 195.85 0 3 0 30138.584999999995
784 195.87 0 3 0 30138.584999999995
785 195.86 0 1 0 30138.584999999995
786 195.66 0 1 0 30138.584999999995
787 195.56 0 0 0 30138.584999999995
788 195.39 0 0 0 30138.584999999995
789 195.56 0 -3 38 30138.584999999995
790 195.45 0 -3 76 30134.405
791 195.4 0 -3 114 30130.605
792 195.66 0 -1 152 30160.245
793 195.53 0 3 114 30140.485
794 195.77 0 1 76 30167.845
795 195.67 0 3 38 30160.244999999995
796 195.54 0 1 0 30155.304999999997
797 195.57 0 1 0 30155.304999999997
798 196.14 0 -1 38 30155.304999999997
799 196.21 0 3 0 30157.964999999997
800 196.58 0 5 0 30157.964999999997
801 196.75 0 5 0 30157.964999999997
802 196.6 0 3 0 30157.964999999997
803 196.29 0 1 0 30157.964999999997
804 196.32 0 -1 38 30157.964999999997
805 196.61 0 -1 76 30168.984999999997
806 196.32 0 1 38 30146.944999999996
807 196.37 0 -1 76 30148.844999999994
808 196.09 0 -1 114 30127.564999999995
809 196.11 0 -3 152 30129.844999999994
810 196.18 0 -1 152 30140.484999999993
811 196.3 0 1 114 30158.724999999995
812 196.33 0 3 76 30162.144999999997
813 196.52 0 5 38 30176.585
814 196.47 0 3 0 30174.684999999998
815 196.42 0 1 0 30174.684999999998
816 196.52 0 1 0 30174.684999999998
817 196.54 0 3 0 30174.684999999998
818 196.34 0 1 0 30174.684999999998
819 196.34 0 -3 38 30174.684999999998
820 196.43 0 -1 76 30178.105
821 196.42 0 -1 114 30177.344999999998
822 196.3 0 1 76 30163.665
823 196.34 0 -1 114 30166.705
824 196.27 0 -1 152 30158.725000000002
825 196.32 0 -3 152 30166.325
826 196.29 0 -1 152 30161.765
827 196.41 0 1 114 30180.004999999997
828 196.75 0 1 76 30218.765
829 196.64 0 3 38 30210.405
830 196.76 0 3 0 30214.964999999997
831 196.78 0 5 0 30214.964999999997
832 196.67 0 1 0 30214.964999999997
833 196.68 0 1 0 30214.964999999997
834 196.71 0 -1 38 30214.964999999997
835 196.66 0 -1 76 30213.064999999995
836 196.75 0 -3 114 30219.905
837 196.77 0 5 76 30222.184999999998
838 196.82 0 5 38 30225.984999999997
839 196.795 0 3 0 30225.034999999996
840 196.91 0 5 0 30225.034999999996
841 196.59 0 1 0 30225.034999999996
842 196.81 0 -3 38 30225.034999999996
843 196.89 0 -1 76 30228.074999999997
844 196.89 0 1 38 30228.074999999997
845 196.79 0 1 0 30224.274999999998
846 196.86 0 -1 38 30224.274999999998
847 196.94 0 -1 76 30227.314999999995
848 196.87 0 3 38 30221.995
849 196.93 0 3 0 30224.274999999998
850 196.95 0 3 0 30224.274999999998
851 196.95 0 3 0 30224.274999999998
852 196.85 0 1 0 30224.274999999998
853 196.77 0 -3 38 30224.275
854 196.67 0 0 0 30220.475
855 196.51 0 0 0 30220.475
856 196.38 0 0 0 30220.475
857 196.25 0 0 0 30220.475
858 196.235 0 0 0 30220.475
859 196.43 0 -1 38 30220.475
860 196.51 0 1 0 30223.515
861 196.36 0 3 0 30223.515
862 196.225 0 -1 38 30223.515
863 195.95 0 0 0 30213.065
864 195.93 0 0 0 30213.065
865 195.7 0 0 0 30213.065
866 195.56 0 0 0 30213.065
867 195.63 0 -3 38 30213.065
868 195.89 0 -1 76 30222.945
869 195.74 0 1 38 30211.545000000006
870 195.97 0 1 0 30220.285000000003
871 195.98 0 5 0 30220.285000000003
872 195.98 0 3 0 30220.285000000003
873 195.98 0 1 0 30220.285000000003
874 195.97 0 -1 38 30220.285000000003
875 195.74 0 -1 76 30211.545000000006
876 195.86 0 -3 114 30220.665
877 196 0 -1 152 30236.625
878 196.15 0 1 114 30259.425000000003
879 196.28 0 5 76 30274.245000000003
880 196.53 0 5 38 30293.245000000003
881 196.38 0 3 0 30287.545000000002
882 196.39 0 3 0 30287.545000000002
883 196.29 0 -1 38 30287.545000000002
884 196.18 0 -3 76 30283.365
885 196.18 0 -3 114 30283.365
886 196.28 0 -3 152 30294.765000000003
887 196.45 0 -1 152 30320.605
888 196.4 0 1 114 30313.005000000005
889 196.45 0 3 76 30318.705
890 196.585 0 3 38 30328.965
891 196.71 0 5 0 30333.715
892 196.82 0 5 0 30333.715
893 196.98 0 5 0 30333.715
894 196.72 0 3 0 30333.715
895 196.82 0 1 0 30333.715
896 196.78 0 -1 38 30333.715
897 196.63 0 -1 76 30328.015
898 196.655 0 -3 114 30329.915000000005
899 196.77 0 -1 152 30343.025
900 196.91 0 1 114 30364.305
901 196.97 0 5 76 30371.145
902 196.94 0 3 38 30368.865
903 196.76 0 1 0 30362.025
904 197.01 0 -3 38 30362.025
905 197.07 0 1 0 30364.305000000004
906 197.22 0 3 0 30364.305000000004
907 197.065 0 3 0 30364.305000000004
908 197.025 0 -1 38 30364.305000000004
909 197.06 0 -1 76 30365.635000000002
910 196.91 0 -3 114 30354.235
911 196.88 0 -5 152 30350.815000000002
912 196.97 0 -1 152 30364.495000000003
913 196.91 0 -1 152 30355.375000000004
914 197.165 0 1 114 30394.135000000002
915 197.09 0 3 76 30385.585000000006
916 197.35 0 5 38 30405.345000000005
917 197.42 0 5 0 30408.005000000005
918 197.73 0 5 0 30408.005000000005
919 197.7 0 3 0 30408.005000000005
920 197.85 0 5 0 30408.005000000005
921 197.71 0 3 0 30408.005000000005
922 197.89 0 1 0 30408.005000000005
923 197.92 0 5 0 30408.005000000005
924 197.98 0 5 0 30408.005000000005
925 198.07 0 5 0 30408.005000000005
926 198.26 0 5 0 30408.005000000005
927 198.23 0 3 0 30408.005000000005
928 198.38 0 5 0 30408.005000000005
929 198.34 0 3 0 30408.005000000005
930 198.01 0 1 0 30408.005000000005
931 198.01 0 1 0 30408.005000000005
932 198.1 0 -3 38 30408.005000000005
933 197.85 0 -5 76 30398.505000000005
934 197.44 0 -5 114 30367.345000000005
935 197.08 0 0 0 30326.305000000008
936 197.18 0 -3 38 30326.305000000008
937 197.18 0 -3 76 30326.305000000008
938 197.17 0 -3 114 30325.545000000006
939 197.17 0 -3 152 30325.545000000006
940 196.55 0 -1 152 30231.30500000001
941 196.8 0 -3 152 30269.30500000001
942 196.68 0 -3 152 30251.06500000001
943 196.63 0 -3 152 30243.465000000007
944 196.97 0 -1 152 30295.145000000008
945 197.02 0 5 114 30302.74500000001
946 197.11 0 5 76 30313.005000000012
947 197.11 0 5 38 30313.005000000012
948 196.54 0 1 0 30291.345000000012
949 196.52 0 -3 38 30291.345000000016
950 196.78 0 -1 76 30301.225000000013
951 196.6 0 0 0 30287.545000000013
952 196.6 0 0 0 30287.545000000013
953 196.72 0 0 0 30287.545000000013
954 196.67 0 0 0 30287.545000000013
955 196.99 0 0 0 30287.545000000013
956 196.83 0 0 0 30287.545000000013
957 196.83 0 0 0 30287.545000000013
958 196.94 0 0 0 30287.545000000013
959 197.26 0 0 0 30287.545000000013
960 197.26 0 1 0 30287.545000000013
570 198.455 3 0 0 30000.0
571 198 4 0 0 30000
572 198.36 0 0 0 30000.0
573 198.49 0 0 0 30000.0
574 198.36 1 0 0 30000.0
575 197.725 2 0 0 30000.0
576 197.81 0 0 0 30000.0
577 197.94 0 0 0 30000.0
578 198.43 0 0 68 30000.0
579 198.65 0 0 135 30014.96
580 198.8 0 0 135 30035.21
581 198.76 1 0 0 30029.809999999998
582 198.7 2 0 0 30029.809999999998
583 198.46 3 0 0 30029.809999999998
584 198.29 4 0 0 30029.809999999998
585 198.44 0 -3 37 30029.809999999998
586 198.47 0 -1 74 30030.92
587 198.5 0 0 142 30033.14
588 198.53 0 0 142 30037.399999999998
589 198.24 1 1 105 29996.22
590 197.7 2 -1 142 29939.519999999997
591 197.71 0 -3 142 29940.940000000002
592 197.68 1 -5 142 29936.68
593 197.38 2 -5 142 29894.08
594 197.5 0 -3 142 29911.120000000003
595 197.52 0 -1 142 29913.96
596 197.51 1 -1 142 29912.54
597 197.61 0 3 105 29926.740000000005
598 197.765 0 5 68 29943.015
599 197.51 1 3 31 29925.675000000003
600 197.21 2 -1 68 29916.375
601 197.24 0 -3 105 29918.415
602 197.45 0 -1 142 29940.464999999997
603 197.65 0 0 142 29968.864999999998
604 197.51 1 3 105 29948.985
605 197.25 2 1 68 29921.685
606 197.18 3 0 0 29916.925000000003
607 197.12 4 0 0 29916.925000000003
608 197.09 4 0 0 29916.925000000003
609 196.91 4 0 0 29916.925000000003
610 196.73 4 0 0 29916.925000000003
611 196.86 0 -3 37 29916.925000000003
612 196.6 1 -5 75 29907.305000000004
613 196.61 0 -3 113 29908.055000000004
614 196.07 1 -1 151 29847.035000000003
615 196.11 0 -3 151 29853.075000000004
616 195.77 1 -5 151 29801.735000000004
617 195.94 0 -3 151 29827.405000000002
618 196.28 0 -1 151 29878.745000000003
619 196.22 1 1 113 29869.685000000005
620 196.07 2 1 75 29852.735000000004
621 196.09 0 1 37 29854.235000000008
622 196.1 0 1 0 29854.605000000007
623 195.9 1 -3 38 29854.605000000007
624 195.89 2 -5 76 29854.225000000006
625 196.14 0 -1 114 29873.225000000006
626 196.26 0 1 76 29886.905000000006
627 196.28 0 0 144 29888.425000000003
628 195.72 1 1 106 29807.785000000003
629 195.64 2 -3 144 29799.305
630 195.6 3 0 0 29793.545000000002
631 195.55 4 0 0 29793.545000000002
632 195.45 4 0 0 29793.545000000002
633 195.15 4 0 0 29793.545000000002
634 195 4 0 0 29793.545000000002
635 194.8 4 0 0 29793.545000000002
636 194.5 4 0 0 29793.545000000002
637 194.66 0 -3 38 29793.545000000006
638 193.65 1 -1 76 29755.165
639 193.92 0 -3 114 29775.685
640 193.21 1 -5 152 29694.745000000006
641 193.29 0 -3 152 29706.905000000002
642 193.46 0 -1 152 29732.745000000006
643 193.58 0 0 152 29750.985000000008
644 193.63 0 0 152 29758.585000000003
645 193.8 0 0 152 29784.425000000007
646 193.82 0 0 152 29787.465000000004
647 194.14 0 0 152 29836.105000000003
648 193.97 1 3 114 29810.265
649 193.7 2 1 76 29779.485
650 194.05 0 -3 114 29806.085000000003
651 194.14 0 1 76 29816.345
652 193.83 1 1 38 29792.785000000003
653 193.9 0 1 0 29795.445000000003
654 193.93 0 1 0 29795.445000000003
655 193.81 1 -3 38 29795.445000000003
656 193.87 0 -3 76 29797.725000000006
657 193.725 1 -3 114 29786.705
658 193.76 0 -3 152 29790.695
659 193.73 1 -3 152 29786.135000000002
660 193.85 0 1 114 29804.375
661 193.6 1 1 76 29775.875000000007
662 193.28 2 -1 114 29751.555000000008
663 193.66 0 -3 152 29794.875000000004
664 194.02 0 1 114 29849.59500000001
665 194.42 0 0 114 29895.195000000003
666 194.29 1 3 76 29880.375000000004
667 194.29 0 1 38 29880.375000000004
668 194.29 0 -1 76 29880.375
669 194.41 0 3 38 29889.495000000003
670 194.66 0 1 0 29898.995000000003
671 194.49 1 3 0 29898.995000000003
672 194.33 2 1 0 29898.995000000003
673 194.08 3 0 0 29898.995000000003
674 193.9 4 0 0 29898.995000000003
675 193.67 4 0 0 29898.995000000003
676 193.96 0 -3 38 29898.995000000003
677 194.09 0 1 0 29903.935000000005
678 194.005 1 1 0 29903.935000000005
679 194.31 0 3 0 29903.935000000005
680 194.47 0 5 0 29903.935000000005
681 194.52 0 0 69 29903.935000000005
682 194.32 1 1 31 29890.135000000002
683 194.35 0 1 0 29891.065000000002
684 194.27 1 -3 38 29891.065000000002
685 194.24 2 -5 76 29889.925000000003
686 194.3 0 -3 114 29894.485
687 194.42 0 1 76 29908.164999999997
688 194.39 1 3 38 29905.885
689 193.87 2 1 0 29886.125
690 193.7 3 0 0 29886.125
691 193.96 0 -3 38 29886.125
692 194.16 0 1 0 29893.725
693 194.07 1 1 0 29893.725
694 193.94 2 1 0 29893.725
695 194.05 0 -1 38 29893.725
696 194.11 0 -1 76 29896.004999999997
697 194.16 0 0 145 29899.805
698 194.4 0 0 145 29934.604999999996
699 194.41 0 0 145 29936.055
700 194.3 1 1 107 29920.105
701 194.43 0 1 69 29934.015
702 194.11 1 1 31 29911.934999999998
703 193.35 2 -1 69 29888.375
704 193.8 0 -3 107 29919.425
705 193.7 1 -3 145 29908.725
706 193.62 2 -3 145 29897.125
707 193.72 0 -1 145 29911.625
708 193.37 1 1 107 29860.875
709 193.13 2 -3 145 29835.194999999996
710 193.35 0 -3 145 29867.094999999998
711 193.96 0 -1 145 29955.545
712 193.92 1 1 107 29949.744999999995
713 193.82 2 1 69 29939.045
714 194.3 0 3 31 29972.164999999997
715 193.72 1 3 0 29954.184999999998
716 193.82 0 1 0 29954.184999999998
717 193.8 1 -3 38 29954.184999999998
718 194.04 0 1 0 29963.304999999997
719 194.21 0 3 0 29963.304999999997
720 194.51 0 0 69 29963.304999999997
721 194.79 0 0 138 29982.625
722 194.61 1 3 100 29957.784999999996
723 194.8 0 3 62 29976.784999999996
724 194.78 1 3 24 29975.545
725 194.83 0 5 0 29976.744999999995
726 194.66 1 1 0 29976.744999999995
727 194.58 2 -3 38 29976.744999999995
728 194.45 3 0 0 29971.804999999993
729 194.41 4 0 0 29971.804999999993
730 194.56 0 -1 38 29971.804999999993
731 194.72 0 1 0 29977.884999999995
732 194.99 0 0 69 29977.884999999995
733 195.07 0 0 138 29983.40499999999
734 194.89 1 1 100 29958.564999999995
735 195.31 0 3 62 30000.564999999995
736 195.59 0 5 24 30017.924999999992
737 195.5 1 3 0 30015.764999999992
738 195.39 2 1 0 30015.764999999992
739 195.255 3 0 0 30015.764999999992
740 195.42 0 -3 38 30015.764999999992
741 195.2 1 -1 76 30007.40499999999
742 195.205 0 -3 114 30007.784999999996
743 195.575 0 -1 152 30049.964999999993
744 195.3 1 3 114 30008.164999999994
745 195.29 2 1 76 30007.024999999994
746 195.35 0 1 38 30011.584999999992
747 195.73 0 1 0 30026.024999999994
748 195.45 1 3 0 30026.024999999994
749 195.35 2 1 0 30026.024999999994
750 195.4 0 -1 38 30026.024999999994
751 195.59 0 -1 76 30033.244999999995
752 195.55 1 1 38 30030.204999999994
753 195.86 0 3 0 30041.984999999993
754 195.88 0 5 0 30041.984999999993
755 195.88 0 5 0 30041.984999999993
756 195.68 1 1 0 30041.984999999993
757 195.75 0 -1 38 30041.984999999993
758 195.81 0 -1 76 30044.264999999992
759 195.77 1 -1 114 30041.225
760 195.86 0 3 76 30051.484999999993
761 195.61 1 1 38 30032.484999999993
762 195.74 0 -3 76 30037.424999999996
763 195.75 0 -1 114 30038.18499999999
764 195.79 0 0 114 30042.744999999988
765 195.67 1 1 76 30029.064999999988
766 195.44 2 -1 114 30011.584999999992
767 195.34 3 0 0 30000.184999999994
768 195.2 4 0 0 30000.184999999994
769 195.11 4 0 0 30000.184999999994
770 195.2 0 -3 38 30000.184999999994
771 195.42 0 -1 76 30008.544999999995
772 195.55 0 0 145 30018.424999999996
773 195.85 0 0 145 30061.924999999996
774 195.77 1 3 107 30050.324999999997
775 195.65 2 1 69 30037.484999999993
776 195.63 3 0 0 30036.104999999996
777 195.72 0 -1 38 30036.104999999996
778 195.63 1 -1 76 30032.684999999998
779 195.6 2 -1 114 30030.404999999995
780 195.44 3 0 0 30012.164999999997
781 195.69 0 -3 38 30012.164999999997
782 195.93 0 1 0 30021.284999999996
783 195.85 1 3 0 30021.284999999996
784 195.87 0 3 0 30021.284999999996
785 195.86 1 1 0 30021.284999999996
786 195.66 2 1 0 30021.284999999996
787 195.56 3 0 0 30021.284999999996
788 195.39 4 0 0 30021.284999999996
789 195.56 0 -3 38 30021.284999999996
790 195.45 1 -3 76 30017.104999999996
791 195.4 2 -3 114 30013.305
792 195.66 0 -1 152 30042.945
793 195.53 1 3 114 30023.185
794 195.77 0 1 76 30050.545
795 195.67 1 3 38 30042.945
796 195.54 2 1 0 30038.005
797 195.57 0 1 0 30038.005
798 196.14 0 -1 38 30038.005
799 196.21 0 0 106 30040.665
800 196.58 0 0 106 30079.885000000002
801 196.75 0 0 106 30097.905
802 196.6 1 3 68 30082.005
803 196.29 2 1 30 30060.925000000003
804 196.32 0 -1 68 30061.825000000004
805 196.61 0 -1 106 30081.545000000002
806 196.32 1 1 68 30050.805
807 196.37 0 -1 106 30054.205
808 196.09 1 -1 144 30024.525
809 196.11 0 -3 144 30027.405000000006
810 196.18 0 -1 144 30037.485
811 196.3 0 0 144 30054.765
812 196.33 0 0 144 30059.085
813 196.52 0 0 144 30086.445
814 196.47 1 3 106 30079.245
815 196.42 2 1 68 30073.945
816 196.52 0 1 30 30080.744999999995
817 196.54 0 3 0 30081.344999999998
818 196.34 1 1 0 30081.344999999998
819 196.34 0 -3 38 30081.344999999994
820 196.43 0 -1 76 30084.764999999996
821 196.42 1 -1 114 30084.004999999994
822 196.3 2 1 76 30070.324999999997
823 196.34 0 -1 114 30073.364999999998
824 196.27 1 -1 152 30065.385
825 196.32 0 -3 152 30072.984999999997
826 196.29 1 -1 152 30068.424999999996
827 196.41 0 1 114 30086.664999999994
828 196.75 0 1 76 30125.424999999996
829 196.64 1 3 38 30117.064999999995
830 196.76 0 3 0 30121.624999999993
831 196.78 0 5 0 30121.624999999993
832 196.67 1 1 0 30121.624999999993
833 196.68 0 1 0 30121.624999999993
834 196.71 0 -1 38 30121.624999999993
835 196.66 1 -1 76 30119.72499999999
836 196.75 0 -3 114 30126.564999999995
837 196.77 0 5 76 30128.844999999994
838 196.82 0 0 144 30132.64499999999
839 196.795 1 3 106 30129.04499999999
840 196.91 0 5 68 30141.234999999993
841 196.59 1 1 30 30119.474999999995
842 196.81 0 -3 68 30126.074999999997
843 196.89 0 -1 106 30131.514999999996
844 196.89 0 1 68 30131.514999999992
845 196.79 1 1 30 30124.714999999997
846 196.86 0 -1 68 30126.814999999995
847 196.94 0 -1 106 30132.254999999994
848 196.87 1 3 68 30124.834999999995
849 196.93 0 3 30 30128.914999999997
850 196.95 0 3 0 30129.514999999996
851 196.95 0 3 0 30129.514999999996
852 196.85 1 1 0 30129.514999999996
853 196.77 2 -3 38 30129.515
854 196.67 3 0 0 30125.714999999997
855 196.51 4 0 0 30125.714999999997
856 196.38 4 0 0 30125.714999999997
857 196.25 4 0 0 30125.714999999997
858 196.235 4 0 0 30125.714999999997
859 196.43 0 -1 38 30125.714999999997
860 196.51 0 1 0 30128.754999999997
861 196.36 1 3 0 30128.754999999997
862 196.225 2 -1 38 30128.754999999997
863 195.95 3 0 0 30118.304999999997
864 195.93 4 0 0 30118.304999999997
865 195.7 4 0 0 30118.304999999997
866 195.56 4 0 0 30118.304999999997
867 195.63 0 -3 38 30118.304999999997
868 195.89 0 -1 76 30128.184999999998
869 195.74 1 1 38 30116.785000000003
870 195.97 0 1 0 30125.525
871 195.98 0 5 0 30125.525
872 195.98 0 3 0 30125.525
873 195.98 0 1 0 30125.525
874 195.97 1 -1 38 30125.525
875 195.74 2 -1 76 30116.785000000003
876 195.86 0 -3 114 30125.905
877 196 0 -1 152 30141.864999999998
878 196.15 0 0 152 30164.665
879 196.28 0 0 152 30184.425000000003
880 196.53 0 0 152 30222.425000000003
881 196.38 1 3 114 30199.625
882 196.39 0 3 76 30200.765
883 196.29 1 -1 114 30193.164999999997
884 196.18 2 -3 152 30180.625
885 196.18 2 -3 152 30180.625
886 196.28 0 -3 152 30195.825
887 196.45 0 -1 152 30221.664999999997
888 196.4 1 1 114 30214.065000000002
889 196.45 0 3 76 30219.765
890 196.585 0 3 38 30230.024999999998
891 196.71 0 0 107 30234.775
892 196.82 0 0 107 30246.545
893 196.98 0 0 107 30263.665
894 196.72 1 3 69 30235.844999999998
895 196.82 0 1 31 30242.744999999995
896 196.78 1 -1 69 30241.504999999997
897 196.63 2 -1 107 30231.155
898 196.655 0 -3 145 30233.829999999998
899 196.77 0 -1 145 30250.505
900 196.91 0 0 145 30270.805
901 196.97 0 0 145 30279.505
