time stock-price decision_max decision number-of-stocks portfolio-value
960 198.5 7 -5 37 29808.710000000014
960 197.81 -9 0 0 29521.22000000002
960 199.38 -9 0 0 29472.354999999985
960 198.8 -9 0 0 29521.929999999993
960 198.5 7 -5 37 29788.360000000008
960 197.81 -9 3 0 29498.28000000001
960 199.38 -9 5 0 29436.259999999984
960 198.5 7 -5 0 30049.21
960 197.81 -9 3 38 30349.505000000034
960 199.38 -9 5 38 30507.96500000003
960 198.8 -9 5 38 30568.765000000032
