time stock-price decision number-of-stocks portfolio-value
835 192.78 -3 150 30009.75
836 192.9 -1 150 30027.75
837 192.94 1 100 30033.75
838 192.94 3 50 30033.75
839 192.89 1 0 30031.25
840 192.6 -1 50 30031.25
841 192.61 -3 100 30031.75
842 192.53 -5 150 30023.75
843 192.44 -5 150 30010.25
844 192.39 -5 150 30002.749999999996
845 192.58 -1 150 30031.250000000004
846 192.6 1 100 30034.25
847 192.66 5 50 30040.25
848 192.54 1 0 30034.25
849 192.59 -1 50 30034.25
850 192.52 -1 100 30030.75
851 192.51 -5 150 30029.75
852 192.44 -5 150 30019.25
853 192.16 -1 150 29977.25
854 192.31 -3 150 29999.75
855 192.31 -3 150 29999.75
856 192.13 -3 150 29972.75
857 192.095 -5 150 29967.5
858 192.21 -1 150 29984.75
859 192.25 1 100 29990.75
860 192.32 3 50 29997.75
861 192.38 5 0 30000.75
862 192.41 5 0 30000.75
863 192.56 5 0 30000.75
864 192.47 3 0 30000.75
865 192.55 3 0 30000.75
866 192.62 3 0 30000.75
867 192.56 3 0 30000.75
868 192.72 3 0 30000.75
869 192.75 5 0 30000.75
870 192.7 3 0 30000.75
871 192.83 3 0 30000.75
872 192.83 3 0 30000.75
873 192.82 3 0 30000.75
874 192.84 3 0 30000.75
875 192.72 1 0 30000.75
876 192.72 1 0 30000.75
877 192.63 -3 50 30000.75
878 192.76 -3 100 30007.25
879 192.76 -1 150 30007.25
880 192.66 1 100 29992.25
881 192.75 -1 150 30001.25
882 192.795 1 100 30008.0
883 192.805 3 50 30009.0
884 192.8 3 0 30008.75
885 192.88 5 0 30008.75
886 192.97 3 0 30008.75
887 193.06 5 0 30008.75
888 193.06 5 0 30008.75
889 193.055 3 0 30008.75
890 193.14 5 0 30008.75
891 193.06 3 0 30008.75
892 192.96 1 0 30008.75
893 193 -3 50 30008.75
894 193.04 -1 100 30010.75
895 193.05 1 50 30011.75
896 193.24 3 0 30021.25
897 193.21 3 0 30021.25
898 193.17 1 0 30021.25
899 193.17 1 0 30021.25
900 193.18 1 0 30021.25
901 193.09 -3 50 30021.25
902 193.175 -3 100 30025.5
903 193.27 -1 150 30035.0
904 193.29 5 100 30038.0
905 193.28 3 50 30037.0
906 193.29 3 0 30037.5
907 193.325 1 0 30037.5
908 193.325 5 0 30037.5
909 193.37 5 0 30037.5
910 193.36 3 0 30037.5
911 193.2 1 0 30037.5
912 193.14 -3 50 30037.5
913 193.19 -3 100 30040.0
914 193.09 -5 150 30030.0
915 193.09 -5 150 30030.0
916 193.17 -1 150 30041.999999999996
917 193.31 1 100 30063.0
918 193.31 1 50 30063.0
919 193.28 3 0 30061.5
920 193.36 5 0 30061.5
921 193.19 1 0 30061.5
922 193.22 -1 50 30061.5
923 193.25 -1 100 30063.0
924 193.19 -3 150 30057.0
925 193.11 -3 150 30045.000000000004
926 193.08 -5 150 30040.500000000004
927 193.04 -5 150 30034.5
928 192.98 -5 150 30025.5
929 192.97 -5 150 30024.0
930 192.97 -5 150 30024.0
931 193.33 -1 150 30078.000000000004
932 193.48 3 100 30100.5
933 193.56 5 50 30108.5
934 193.45 3 0 30103.0
935 193.38 -1 50 30103.0
936 193.41 -1 100 30104.5
937 193.41 -1 150 30104.5
938 193.25 -3 150 30080.5
939 193.1 -5 150 30058.0
940 193.24 -3 150 30079.0
941 193 -3 150 30043.0
942 193 -5 150 30043.0
943 192.92 -5 150 30030.999999999996
944 192.97 -3 150 30038.5
945 192.97 -3 150 30038.5
946 192.85 -5 150 30020.5
947 193 -3 150 30043.0
948 192.865 3 100 30022.75
949 192.75 1 50 30011.25
950 192.81 -3 100 30014.25
951 192.76 -3 150 30009.25
952 192.61 -3 150 29986.750000000004
953 192.61 -3 150 29986.750000000004
954 192.75 -3 150 30007.75
955 192.48 1 100 29967.25
956 192.66 -3 150 29985.25
957 192.62 -3 150 29979.25
958 192.78 1 100 30003.25
959 192.61 3 50 29986.25
