time stock-price decision number-of-stocks portfolio-value
771 198.14 7 150 29890.499999999996
772 198.085 5 150 29882.25
773 198.05 1 150 29877.0
774 198.075 -1 100 29880.75
775 198.12 -5 50 29885.25
776 198.1 -3 0 29884.25
777 198.06 5 50 29884.25
778 198.07 -3 0 29884.75
779 198.09 -5 0 29884.75
780 198.02 5 50 29884.75
781 198.03 -3 0 29885.25
782 198.06 -5 0 29885.25
783 198.09 -3 0 29885.25
784 198.03 5 50 29885.25
785 198.03 5 100 29885.25
786 198.09 -5 50 29891.25
787 198.02 7 100 29887.75
788 197.83 3 150 29868.750000000004
789 197.86 -3 100 29873.25
790 197.86 -7 50 29873.25
791 197.76 -5 0 29868.25
792 197.68 -7 0 29868.25
793 197.555 -5 0 29868.25
794 197.55 -9 0 29868.25
795 197.62 -5 0 29868.25
796 197.64 -3 0 29868.25
797 197.655 -1 0 29868.25
798 197.63 1 50 29868.25
799 197.61 -1 0 29867.25
800 197.515 3 50 29867.25
801 197.52 -1 0 29867.5
802 197.57 -5 0 29867.5
803 197.71 -3 0 29867.5
804 197.68 -1 0 29867.5
805 197.6 5 50 29867.5
806 197.69 -1 0 29872.0
807 197.61 5 50 29872.0
808 197.6 1 100 29871.5
809 197.65 -1 50 29876.5
810 197.78 -3 0 29883.0
811 197.82 -1 0 29883.0
812 197.81 3 50 29883.0
813 197.81 7 100 29883.0
814 197.82 7 150 29884.0
815 197.81 7 150 29882.5
816 197.8 3 150 29881.0
817 197.9 -3 100 29896.0
818 197.89 3 150 29894.999999999996
819 197.87 5 150 29892.0
820 197.81 3 150 29883.0
821 197.77 1 150 29877.0
822 197.81 -3 100 29883.0
823 197.75 -1 50 29877.0
824 197.7 -5 0 29874.5
825 197.705 -7 0 29874.5
826 197.685 -9 0 29874.5
827 197.63 -9 0 29874.5
828 197.7 -7 0 29874.5
829 197.73 -3 0 29874.5
830 197.88 -3 0 29874.5
831 197.92 1 50 29874.5
832 197.98 5 100 29877.5
833 198.08 5 150 29887.500000000004
834 198.12 9 150 29893.5
835 197.95 5 150 29868.0
836 197.94 3 150 29866.5
837 197.92 -1 100 29863.5
838 197.73 -1 50 29844.5
839 198.03 -7 0 29859.5
840 198.22 -3 0 29859.5
841 198.9 -3 0 29859.5
842 198.665 3 50 29859.5
843 198.99 5 100 29875.75
844 199.35 7 150 29911.75
845 199.67 9 150 29959.749999999996
846 199.7 9 150 29964.25
847 199.53 5 150 29938.75
848 198.89 3 150 29842.749999999996
849 198.86 -1 100 29838.25
850 198.77 -3 50 29829.25
851 198.56 -5 0 29818.75
852 198.64 -7 0 29818.75
853 198.6 -7 0 29818.75
854 198.48 -7 0 29818.75
855 198.64 -7 0 29818.75
856 198.72 -3 0 29818.75
857 198.72 1 50 29818.75
858 198.67 1 100 29816.25
859 198.62 3 150 29811.25
860 198.35 3 150 29770.75
861 198.24 -1 100 29754.25
862 198.13 -5 50 29743.25
863 198.14 -7 0 29743.75
864 197.89 -7 0 29743.75
865 197.84 -9 0 29743.75
866 197.7 -9 0 29743.75
867 197.74 -7 0 29743.75
868 197.96 -5 0 29743.75
869 197.975 -1 0 29743.75
870 198.18 -1 0 29743.75
871 198.24 3 50 29743.75
872 198.6 3 100 29761.75
873 198.54 7 100 29755.75
874 198.49 5 100 29750.75
875 198.21 3 100 29722.75
876 198.51 1 100 29752.75
877 198.17 3 100 29718.75
878 198.22 -1 50 29723.75
879 197.88 3 100 29706.75
880 197.89 -5 50 29707.75
881 197.89 -7 0 29707.75
882 197.73 -7 0 29707.75
883 197.8 -7 0 29707.75
884 197.92 -5 0 29707.75
885 198.07 -3 0 29707.75
886 197.93 3 50 29707.75
887 197.92 3 100 29707.25
888 197.81 3 150 29696.25
889 197.8 -1 100 29694.75
890 197.92 -5 50 29706.75
891 197.92 -3 0 29706.75
892 198.03 -1 0 29706.75
893 197.94 3 50 29706.75
894 198.1 -1 0 29714.75
895 197.82 7 50 29714.75
896 197.96 -1 0 29721.75
897 198.09 -5 0 29721.75
898 198.02 5 50 29721.75
899 198 5 100 29720.75
900 198.02 3 150 29722.75
901 198.145 -1 100 29741.5
902 198.3 -1 50 29757.0
903 198.26 5 100 29755.0
904 198.295 7 150 29758.499999999996
905 198.23 5 150 29748.75
906 198.04 3 150 29720.25
907 198.02 -1 100 29717.25
908 198.07 -1 50 29722.25
909 198.2 -3 0 29728.75
910 198.05 -1 0 29728.75
911 198.06 -3 0 29728.75
912 198.08 -1 0 29728.75
913 198.06 -1 0 29728.75
914 198.02 3 50 29728.75
915 198.01 -3 0 29728.25
916 198 -7 0 29728.25
917 197.94 -3 0 29728.25
918 198.1 -5 0 29728.25
919 198.26 -3 0 29728.25
920 198.27 3 50 29728.25
921 198.26 5 100 29727.75
922 198.24 5 100 29725.75
923 198.23 1 100 29724.75
924 198.3 3 100 29731.75
925 198.31 5 100 29732.75
926 198.4 1 100 29741.75
927 198.19 5 100 29720.75
928 198.18 1 100 29719.75
929 198.285 -5 50 29730.25
930 198.38 -3 0 29735.0
931 198.375 -3 0 29735.0
932 198.25 5 50 29735.0
933 198.22 3 100 29733.5
934 198.35 -5 50 29746.5
935 198.15 7 100 29736.5
936 198.25 -5 50 29746.5
937 198.22 -5 0 29745.0
938 198.19 -5 0 29745.0
939 198.1 1 50 29745.0
940 198.14 -7 0 29747.0
941 198.35 -5 0 29747.0
942 198.53 -1 0 29747.0
943 198.47 3 50 29747.0
944 198.32 5 100 29739.5
945 198.65 -3 50 29772.5
946 198.68 7 100 29774.0
947 198.64 7 100 29770.0
948 198.53 3 100 29759.0
949 198.46 1 100 29752.0
950 198.41 -1 50 29747.0
951 198.41 -1 0 29747.0
952 198.37 -5 0 29747.0
953 198.42 -7 0 29747.0
954 198.43 -3 0 29747.0
955 198.11 5 50 29747.0
956 198.065 -1 0 29744.75
957 198.01 -5 0 29744.75
958 197.94 -9 0 29744.75
959 197.81 -9 0 29744.75
