time-hour time-minute stock-price avg-price-3-min avg-price-5-min 90th-percentile-volume current-volume number-of-stocks portfolio-value
20 33 193.31 193.335 193.40200000000002 2308.500000000001 3062 0 1000304.4
20 34 193.27 193.29500000000002 193.355 2339.000000000002 3115 0 1000304.4
20 35 193.36 193.32500000000002 193.332 2339.000000000002 5872 0 1000304.4
20 36 193.395 193.35500000000002 193.333 2415.300000000001 4887 0 1000301.4
20 37 193.39 193.38375 193.345 2415.300000000001 1600 0 1000301.4
20 38 193.45 193.42125 193.373 2415.300000000001 800 0 1000301.4
20 39 193.45 193.435 193.409 2415.300000000001 1412 150 1000299.9
20 40 193.32 193.385 193.401 2415.300000000001 1052 150 1000293.9
20 41 193.27 193.3275 193.37599999999998 2459.000000000001 2792 0 1000278.9
20 42 193.2 193.2475 193.33800000000002 2459.000000000001 624 0 1000278.9
20 43 193.18 193.2075 193.28400000000002 2459.000000000001 1737 0 1000278.9
20 44 193.08 193.135 193.21000000000004 2415.300000000001 271 0 1000278.9
20 45 193.15 193.14 193.17600000000002 2339.000000000002 1329 0 1000278.9
20 46 193.22 193.16750000000002 193.16600000000003 2415.300000000001 4163 0 1000275.9
20 47 193.17 193.1775 193.16000000000003 2415.300000000001 1090 0 1000275.9
20 48 193.13 193.1625 193.15 2415.300000000001 1341 0 1000275.9
20 49 193.14 193.14499999999998 193.16199999999998 2415.300000000001 700 0 1000275.9
20 50 193.14 193.14499999999998 193.16199999999998 2415.300000000001 700 0 1000275.9
20 51 193.05 193.0925 193.14200000000002 2415.300000000001 1112 0 1000275.9
20 52 193.11 193.10250000000002 193.12000000000003 2339.000000000002 2310 0 1000271.4
20 53 193.09 193.085 193.104 2339.000000000002 4378 0 1000271.4
20 54 193.16 193.13 193.11 2312.1000000000004 1323 0 1000271.4
20 56 193.16 193.10750000000002 193.10000000000002 2339.000000000002 2918 0 1000268.4
20 57 192.93 193.0275 193.06800000000004 2415.300000000001 4707 0 1000268.4
20 58 192.82 192.9325 193.02200000000002 2415.300000000001 2760 0 1000268.4
20 59 192.82 192.8475 192.964 2415.300000000001 2803 0 1000268.4
